STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,DAY_WEEK,ST_CASE,CITY
30,75,3,29,14,30,4,300036,0
30,13,3,30,14,35,5,300037,0
30,63,4,1,14,55,7,300038,0
30,111,4,1,12,0,7,300039,0
30,43,4,2,1,40,1,300040,0
30,77,4,2,22,45,1,300041,0
30,111,4,7,10,10,6,300042,0
30,31,4,14,8,0,6,300043,0
30,29,4,11,21,10,3,300044,0
30,31,4,21,20,25,6,300045,0
30,31,4,23,22,24,1,300047,0
30,63,4,7,18,0,6,300048,0
30,111,4,13,22,16,5,300049,0
30,81,4,16,17,9,1,300050,0
30,15,4,19,19,32,4,300051,0
30,47,4,22,12,30,7,300052,0
30,63,4,3,14,45,2,300053,0
30,63,4,20,20,52,5,300054,0
30,81,4,23,2,0,1,300055,0
30,63,4,25,12,8,3,300056,0
30,29,4,27,19,14,5,300057,0
30,111,5,14,12,18,1,300058,0
30,27,5,3,19,30,4,300059,0
30,67,5,9,16,10,3,300060,0
30,93,5,29,2,30,2,300061,0
30,49,5,30,18,59,3,300062,0
30,29,5,29,18,45,2,300063,0
30,35,5,25,4,0,5,300064,0
30,3,6,2,13,45,6,300065,0
30,29,5,26,21,25,6,300066,0
30,61,6,6,16,18,3,300067,0
30,13,5,29,10,59,2,300068,530
30,57,6,3,99,99,7,300069,0
30,17,6,14,22,0,4,300070,0
30,101,6,11,16,55,1,300071,0
30,111,6,19,20,30,2,300072,0
30,3,6,8,23,30,5,300073,0
30,77,6,17,1,0,7,300074,0
30,31,6,22,16,45,5,300075,0
30,5,6,27,12,45,3,300076,0
30,111,7,3,19,35,2,300077,0
30,39,6,6,17,0,3,300078,0
30,1,6,18,9,0,1,300079,0
30,31,7,3,2,0,2,300080,0
30,95,7,8,8,30,7,300081,0
30,31,6,29,12,14,5,300082,130
30,13,7,8,14,40,7,300083,0
30,3,6,25,4,59,1,300084,0
30,63,6,8,16,23,5,300085,0
30,3,6,25,7,0,1,300086,0
30,49,7,13,20,37,5,300087,0
30,3,7,15,7,0,7,300088,0
30,63,6,26,14,55,2,300089,0
30,61,6,27,13,30,3,300090,0
30,83,6,30,22,40,6,300091,0
30,5,7,11,10,16,3,300092,0
30,67,7,16,20,5,1,300093,0
30,67,7,17,2,0,2,300094,0
30,57,7,17,8,45,2,300095,0
30,63,6,30,20,20,6,300096,0
30,17,7,10,10,9,2,300097,0
30,1,7,16,5,0,1,300098,0
30,47,7,4,23,25,3,300099,0
30,61,7,5,0,40,4,300100,0
30,47,8,2,21,45,4,300101,0
30,63,7,24,0,23,2,300102,830
30,17,7,27,18,15,5,300103,0
30,27,8,5,6,0,7,300104,0
30,63,6,30,23,42,6,300105,0
30,105,8,5,4,45,7,300106,0
30,111,8,2,9,35,4,300107,0
30,7,7,1,16,30,7,300108,0
30,43,7,24,3,50,2,300109,0
30,9,8,13,1,21,1,300110,0
30,77,8,16,8,20,4,300111,0
30,27,6,30,3,0,6,300112,0
30,81,7,14,2,0,6,300113,0
30,111,4,4,8,0,3,300114,100
30,53,8,7,15,30,2,300115,0
30,29,8,11,0,20,6,300116,0
30,85,8,16,18,34,4,300117,0
30,5,8,17,6,55,5,300118,0
30,97,8,18,1,0,6,300119,0
30,75,8,19,3,0,7,300120,0
30,9,8,19,22,0,7,300121,0
30,71,8,27,15,0,1,300122,0
30,111,9,4,15,15,2,300123,0
30,53,8,23,21,45,4,300124,0
30,111,7,22,3,39,7,300125,100
30,63,8,24,3,0,5,300126,0
30,81,9,1,7,57,6,300127,0
30,13,9,2,2,0,7,300128,0
30,31,9,3,17,15,1,300129,0
30,111,8,26,9,7,7,300130,100
30,35,9,2,4,35,7,300131,0
30,53,9,6,7,51,4,300132,0
30,13,8,19,13,43,7,300133,0
30,27,8,20,15,35,1,300134,0
30,107,9,2,2,20,7,300135,0
30,85,9,4,2,16,2,300136,0
30,111,8,18,12,50,6,300137,0
30,97,9,9,9,40,7,300138,0
30,5,9,8,21,50,6,300139,0
30,29,9,16,23,30,7,300140,0
30,47,9,14,19,50,5,300141,0
30,29,9,10,0,38,1,300142,0
30,47,9,9,16,20,7,300143,0
30,77,9,15,21,45,6,300144,0
30,35,9,6,21,38,4,300145,0
30,81,9,17,13,0,1,300146,0
30,63,9,8,15,42,6,300147,0
30,63,8,9,4,28,4,300148,830
30,63,9,16,13,35,7,300149,0
30,31,9,23,16,35,7,300150,0
30,47,9,22,11,55,6,300151,0
30,77,8,27,15,55,1,300152,0
30,71,9,25,14,20,2,300153,0
30,63,10,16,16,13,2,300154,830
30,1,9,22,20,10,6,300155,0
30,51,9,24,15,47,1,300156,0
30,13,9,28,8,2,5,300157,0
30,83,9,28,19,23,5,300158,1070
30,111,9,28,9,0,5,300159,0
30,47,10,3,17,0,3,300160,0
30,61,9,25,12,20,2,300161,0
30,35,10,8,3,10,1,300162,0
30,29,10,3,2,15,3,300163,0
30,13,10,14,22,1,7,300164,530
30,65,9,25,4,15,2,300165,0
30,31,9,23,23,30,7,300166,0
30,111,10,16,17,10,2,300167,0
30,29,10,17,14,50,3,300168,0
30,5,10,21,18,20,7,300169,0
30,71,10,14,19,0,7,300170,0
30,3,10,10,19,15,3,300171,0
30,29,10,13,15,30,6,300172,0
30,13,10,17,15,22,3,300173,0
30,83,10,28,12,45,7,300174,0
30,93,10,19,3,7,5,300175,180
30,85,10,24,10,47,3,300176,0
30,7,10,31,14,20,3,300177,0
30,107,10,31,21,30,3,300178,0
30,35,11,2,17,10,5,300179,0
30,63,11,2,17,41,5,300180,830
30,105,11,4,2,30,7,300181,0
30,95,11,5,16,45,1,300182,0
30,111,11,5,15,45,1,300183,0
30,105,11,4,3,0,7,300184,0
30,63,11,8,14,2,4,300185,0
30,93,11,10,22,33,6,300186,180
30,47,11,18,18,30,7,300187,0
30,21,11,19,14,0,1,300188,0
30,89,11,22,9,20,4,300189,0
30,67,12,5,18,30,3,300190,0
30,111,11,29,13,56,4,300191,100
30,95,12,8,16,0,6,300192,0
30,63,12,9,21,50,7,300193,0
30,89,12,6,18,50,4,300194,0
30,97,12,17,12,5,1,300195,0
30,81,12,14,17,20,5,300196,0
30,53,12,19,12,30,3,300197,0
30,13,12,27,13,0,4,300198,0
30,31,12,23,17,15,7,300199,0
30,23,12,30,18,28,7,300200,0
30,99,12,31,7,0,1,300201,0
30,39,12,13,9,15,4,300202,0
30,63,12,28,9,25,5,300203,0
30,39,6,25,12,50,1,300204,0
30,87,7,2,21,45,1,300205,695
31,89,1,1,2,30,7,310001,0
31,19,1,3,6,30,2,310002,0
31,47,1,3,7,30,2,310003,0
31,89,1,3,99,99,2,310004,0
31,45,1,5,9,59,4,310005,0
31,101,1,6,23,0,5,310006,0
31,23,1,8,18,35,7,310007,0
31,159,1,8,16,30,7,310008,0
31,153,1,8,6,2,7,310009,0
31,111,1,10,1,10,2,310010,0
31,67,1,11,13,19,3,310011,0
31,51,1,13,11,40,5,310012,0
31,175,1,15,13,50,7,310013,0
31,25,1,17,0,20,2,310014,0
31,153,1,17,0,45,2,310015,0
31,109,1,17,4,47,2,310016,0
31,151,1,17,5,19,2,310017,0
31,55,1,20,15,40,5,310018,0
31,99,1,22,14,0,7,310019,0
31,81,1,22,16,40,7,310020,0
31,19,1,23,12,0,1,310021,0
31,47,1,23,7,45,1,310022,0
31,153,1,23,17,5,1,310023,0
31,27,1,24,15,50,2,310024,0
31,161,1,27,17,5,5,310025,0
31,95,1,28,23,20,6,310026,0
31,37,1,30,1,34,1,310027,0
31,141,1,30,2,30,1,310028,0
31,37,2,1,8,15,3,310029,0
31,89,2,1,18,0,3,310030,0
31,55,2,3,13,23,5,310031,3620
31,141,2,7,12,0,2,310032,0
31,55,2,12,21,5,7,310033,3620
31,111,2,13,18,46,1,310034,0
31,93,2,15,23,20,3,310035,0
31,33,2,16,6,19,4,310036,0
31,109,2,17,9,56,5,310037,2830
31,135,2,18,6,35,6,310038,0
31,19,2,23,1,30,4,310039,0
31,53,2,27,4,10,1,310040,0
31,107,2,29,10,0,3,310041,0
31,153,3,1,22,0,4,310042,0
31,159,3,1,16,35,4,310043,0
31,89,3,2,13,38,5,310044,0
31,25,3,3,1,45,6,310045,0
31,79,3,5,21,7,1,310046,0
31,47,3,7,20,0,3,310047,0
31,67,3,11,1,17,7,310048,0
31,43,3,11,2,25,7,310049,0
31,13,3,17,6,4,6,310050,0
31,55,3,22,1,31,4,310051,3620
31,89,3,23,23,55,5,310052,0
31,123,3,25,3,0,7,310053,0
31,157,3,26,6,35,1,310054,0
31,45,3,27,12,55,2,310055,0
31,55,3,31,21,51,6,310056,3620
31,157,4,1,9,10,7,310057,0
31,185,4,3,13,0,2,310058,0
31,109,4,6,23,5,5,310059,2830
31,33,4,15,9,10,7,310060,0
31,123,4,16,18,48,1,310061,0
31,155,4,18,14,10,3,310062,0
31,65,4,26,19,50,4,310063,0
31,79,4,26,23,54,4,310064,0
31,53,4,26,17,46,4,310065,0
31,169,4,27,10,40,5,310066,0
31,185,4,28,99,99,6,310067,0
31,129,4,29,19,11,7,310068,0
31,33,5,1,11,53,2,310069,4430
31,53,5,2,18,20,3,310070,0
31,33,5,3,15,0,4,310071,0
31,109,5,5,23,43,6,310072,2830
31,67,5,6,22,27,7,310073,0
31,107,5,6,9,59,7,310074,0
31,67,5,7,0,22,1,310075,0
31,53,5,10,8,10,4,310076,0
31,9,5,11,12,55,5,310077,0
31,101,5,12,20,58,6,310078,0
31,67,5,12,21,29,6,310079,390
31,109,5,14,1,36,1,310080,0
31,109,5,14,4,30,1,310081,0
31,97,5,14,2,30,1,310082,0
31,55,5,15,21,57,2,310083,3620
31,139,5,17,17,30,4,310084,0
31,101,5,19,15,40,6,310085,0
31,169,5,21,21,39,1,310086,0
31,109,5,22,7,32,2,310087,0
31,157,5,22,20,54,2,310088,0
31,169,5,24,15,12,4,310089,0
31,155,5,25,22,20,5,310090,0
31,55,5,25,19,50,5,310091,3620
31,109,5,26,1,38,6,310092,2830
31,111,5,28,20,58,1,310093,650
31,109,5,30,15,34,3,310094,0
31,157,5,30,21,18,3,310095,0
31,109,6,1,18,15,5,310096,2830
31,51,6,3,18,15,7,310097,0
31,55,6,4,2,3,1,310098,3620
31,35,6,7,17,8,4,310099,0
31,55,6,8,12,43,5,310100,3620
31,151,6,9,17,6,6,310101,0
31,109,6,16,18,15,6,310102,2830
31,121,6,17,15,1,7,310103,0
31,153,6,19,9,45,2,310104,0
31,129,6,21,23,40,4,310105,0
31,111,6,24,9,28,7,310106,3520
31,17,6,24,11,32,7,310107,0
31,33,6,24,10,45,7,310108,0
31,63,6,25,13,45,1,310109,0
31,55,6,25,18,59,1,310110,3620
31,127,6,28,14,20,4,310111,0
31,93,5,8,12,32,2,310112,0
31,101,7,4,16,25,3,310113,0
31,53,7,9,5,15,1,310114,1900
31,95,7,10,11,50,2,310115,0
31,23,7,12,17,30,4,310116,0
31,19,7,13,3,5,5,310117,2680
31,83,7,16,22,45,1,310118,0
31,65,7,16,11,45,1,310119,160
31,133,7,16,20,30,1,310120,0
31,55,7,17,5,32,2,310121,3620
31,81,7,17,7,55,2,310122,0
31,123,7,18,12,8,3,310123,0
31,19,7,20,2,0,5,310124,0
31,109,7,21,7,2,6,310125,0
31,37,7,22,18,55,7,310126,0
31,109,7,22,20,38,7,310127,2830
31,141,7,26,16,45,4,310128,0
31,121,7,27,16,23,5,310129,0
31,35,7,28,23,45,6,310130,0
31,93,7,29,0,45,7,310131,0
31,55,7,30,7,30,1,310132,0
31,109,8,1,0,30,3,310133,2830
31,147,8,1,17,20,3,310134,0
31,55,8,3,17,57,5,310135,3620
31,151,8,6,11,30,1,310136,1250
31,95,8,6,5,0,1,310137,0
31,159,8,7,13,35,2,310138,0
31,25,8,7,18,25,2,310139,0
31,105,8,9,3,55,4,310140,0
31,127,8,10,20,57,5,310141,0
31,19,8,9,6,56,4,310142,0
31,141,8,13,16,45,1,310143,0
31,47,8,14,22,5,2,310144,0
31,167,8,14,15,0,2,310145,0
31,43,8,16,15,0,4,310146,0
31,127,8,16,15,22,4,310147,0
31,101,8,17,3,0,5,310148,0
31,167,8,18,6,50,6,310149,0
31,93,8,20,3,20,1,310150,0
31,167,8,21,19,58,2,310151,0
31,79,8,21,18,48,2,310152,2090
31,159,8,24,21,15,5,310153,0
31,35,8,27,99,99,1,310154,0
31,55,8,27,22,32,1,310155,3620
31,105,8,28,21,20,2,310156,0
31,131,8,29,7,55,3,310157,0
31,89,8,29,8,24,3,310158,0
31,27,8,29,16,52,3,310159,0
31,47,8,30,11,55,4,310160,0
31,7,8,30,17,5,4,310161,0
31,55,8,30,2,30,4,310162,3620
31,1,9,1,99,99,6,310163,0
31,47,9,3,1,30,1,310164,0
31,79,9,5,19,15,3,310165,0
31,185,9,6,16,12,4,310166,0
31,25,9,9,6,0,7,310167,0
31,109,9,11,15,19,2,310168,2830
31,109,9,12,16,39,3,310169,2830
31,19,9,12,13,43,3,310170,0
31,119,9,13,16,31,4,310171,3480
31,153,9,14,1,33,5,310172,0
31,151,9,15,13,1,6,310173,0
31,49,9,15,14,14,6,310174,0
31,147,9,15,16,5,6,310175,0
31,53,9,15,18,5,6,310176,0
31,13,9,17,99,99,1,310177,0
31,39,9,17,1,45,1,310178,0
31,81,9,23,10,40,7,310179,0
31,55,9,25,8,55,2,310180,0
31,139,9,27,17,15,4,310181,0
31,61,9,29,99,99,6,310182,0
31,33,9,29,14,43,6,310183,4430
31,161,10,2,16,35,2,310184,0
31,169,10,3,18,5,3,310185,0
31,39,10,4,19,10,4,310186,0
31,55,10,7,11,29,7,310187,3620
31,25,10,9,12,21,2,310188,0
31,25,10,14,20,25,7,310189,0
31,127,10,17,16,22,3,310190,0
31,35,10,17,14,52,3,310191,0
31,177,10,18,11,15,4,310192,0
31,109,10,19,13,49,5,310193,2830
31,41,10,20,5,20,6,310194,0
31,107,10,20,6,45,6,310195,0
31,119,10,20,17,30,6,310196,0
31,79,10,20,23,40,6,310197,0
31,105,10,22,1,5,1,310198,0
31,185,10,22,19,35,1,310199,5360
31,69,10,24,19,30,3,310200,3700
31,109,10,25,21,47,4,310201,2830
31,1,10,25,19,30,4,310202,0
31,3,10,27,20,37,6,310203,0
31,181,10,28,99,99,7,310204,0
31,93,10,31,23,45,3,310205,0
31,157,11,3,17,29,6,310206,0
31,163,11,6,15,50,2,310207,0
31,81,11,6,23,25,2,310208,0
31,159,11,10,1,9,6,310209,0
31,47,11,10,99,99,6,310210,0
31,109,11,10,11,15,6,310211,0
31,105,11,10,12,48,6,310212,0
31,55,11,11,23,48,7,310213,3620
31,123,11,12,3,8,1,310214,0
31,47,11,15,21,15,4,310215,0
31,101,11,16,1,25,5,310216,0
31,77,11,16,13,30,5,310217,0
31,87,11,16,14,20,5,310218,0
31,55,11,18,23,55,7,310219,0
31,109,11,21,16,45,3,310220,0
31,79,11,22,23,9,4,310221,0
31,25,11,24,17,35,6,310222,0
31,121,11,24,19,50,6,310223,0
31,55,11,30,0,38,5,310224,3620
31,127,12,2,20,0,7,310225,0
31,19,12,4,23,30,2,310226,0
31,19,12,20,10,0,4,310227,0
31,19,12,20,12,45,4,310228,0
31,19,12,21,10,10,5,310229,0
31,71,12,23,8,45,7,310230,0
31,89,12,23,9,45,7,310231,0
31,79,12,27,5,40,4,310232,2090
31,109,12,2,99,99,7,310233,0
31,137,12,7,7,21,5,310234,0
31,159,12,9,6,28,7,310235,0
31,49,12,18,11,35,2,310236,0
31,109,12,20,9,30,4,310237,0
31,109,12,20,23,26,4,310238,0
31,55,12,22,6,25,6,310239,3620
31,55,12,24,5,32,1,310240,3620
31,55,12,27,19,24,4,310241,3620
31,109,12,27,11,40,4,310242,0
32,3,1,1,4,10,7,320001,0
32,23,1,1,5,25,7,320002,0
32,3,1,1,8,19,7,320003,120
32,3,1,8,14,50,7,320004,0
32,3,1,8,23,0,7,320005,0
32,3,1,12,7,0,4,320006,120
32,3,1,17,20,31,2,320007,120
32,3,1,24,14,34,2,320008,0
32,510,1,25,13,13,3,320009,50
32,3,1,28,0,53,6,320010,0
32,3,1,29,16,27,7,320011,0
32,31,1,29,19,15,7,320012,170
32,31,1,30,21,34,1,320013,170
32,3,2,2,22,8,4,320014,0
32,3,2,4,15,0,6,320015,0
32,3,2,5,12,30,7,320016,0
32,3,2,6,4,51,1,320017,0
32,3,2,7,7,31,2,320018,0
32,19,2,11,19,50,6,320019,0
32,31,2,18,4,36,6,320020,170
32,19,2,19,9,0,7,320021,0
32,3,2,26,0,43,7,320022,0
32,31,2,28,19,20,2,320023,170
32,3,3,4,0,35,7,320024,0
32,3,3,5,5,40,1,320025,0
32,3,3,8,9,30,4,320026,0
32,3,3,8,17,25,4,320027,0
32,3,3,11,22,19,7,320028,0
32,3,3,19,13,40,1,320029,0
32,1,3,21,17,0,3,320030,0
32,31,3,24,17,29,6,320031,170
32,31,4,1,18,1,7,320032,170
32,31,4,4,8,3,3,320033,170
32,3,4,25,17,51,3,320034,110
32,3,4,1,9,29,7,320035,0
32,3,3,8,13,8,4,320036,0
32,3,3,19,15,15,1,320037,0
32,1,4,11,15,50,3,320038,0
32,23,3,30,22,45,5,320039,0
32,3,4,3,17,51,2,320040,120
32,3,4,10,18,52,2,320041,120
32,3,4,15,21,49,7,320042,120
32,21,4,20,11,5,5,320043,0
32,19,4,26,22,0,4,320044,0
32,3,5,3,17,27,4,320045,120
32,15,5,9,8,0,3,320046,0
32,7,1,5,18,30,4,320047,0
32,7,1,29,3,0,7,320048,0
32,13,2,27,7,52,1,320049,0
32,11,3,15,4,29,4,320050,0
32,7,3,26,1,15,1,320051,0
32,3,3,27,4,37,2,320052,0
32,23,3,27,6,40,2,320053,0
32,7,4,2,17,30,1,320054,0
32,3,4,14,6,5,6,320055,120
32,3,4,19,19,28,4,320056,0
32,3,4,20,16,7,5,320057,0
32,3,4,30,16,20,1,320058,0
32,11,2,13,7,40,1,320059,0
32,3,4,9,2,37,1,320060,120
32,3,4,23,14,27,1,320061,120
32,3,5,1,13,10,2,320062,0
32,7,5,5,1,30,6,320063,0
32,3,5,10,14,45,4,320064,120
32,3,5,10,20,43,4,320065,0
32,15,5,12,12,50,6,320066,0
32,19,5,14,17,50,1,320067,0
32,3,5,19,9,58,6,320068,120
32,3,5,19,18,20,6,320069,0
32,31,5,21,16,10,1,320070,0
32,3,5,22,0,5,2,320071,0
32,31,6,9,21,0,6,320072,170
32,17,3,23,9,15,5,320073,0
32,3,5,14,13,40,1,320074,0
32,19,6,17,10,25,7,320075,0
32,31,6,16,1,25,6,320076,170
32,3,5,6,6,40,7,320077,120
32,33,6,21,5,0,4,320078,0
32,3,6,25,15,30,1,320079,0
32,3,6,25,17,18,1,320080,110
32,3,6,27,10,29,3,320081,0
32,3,7,3,2,0,2,320082,0
32,3,4,29,23,23,7,320083,0
32,3,5,26,20,40,6,320084,0
32,3,5,29,2,21,2,320085,120
32,5,6,15,18,52,5,320086,0
32,1,6,27,3,30,3,320087,0
32,3,5,13,18,7,7,320088,0
32,3,5,21,4,43,1,320089,0
32,3,6,18,4,15,1,320090,0
32,3,7,18,14,15,3,320091,0
32,3,3,21,5,15,3,320092,0
32,21,5,13,19,0,7,320093,0
32,3,5,30,5,15,3,320094,0
32,3,6,13,9,53,3,320095,0
32,3,5,10,17,9,4,320096,120
32,3,5,31,20,21,4,320097,0
32,31,6,17,5,30,7,320098,0
32,3,6,18,9,1,1,320099,120
32,3,6,20,13,55,3,320100,120
32,3,6,23,12,10,6,320101,0
32,3,6,23,19,8,6,320102,120
32,3,7,1,10,40,7,320103,0
32,23,7,3,16,50,2,320104,0
32,3,7,14,15,7,6,320105,0
32,31,7,23,20,40,1,320106,0
32,3,7,25,23,0,3,320107,0
32,3,5,7,16,28,1,320108,110
32,3,6,25,3,36,1,320109,0
32,3,6,25,15,26,1,320110,0
32,27,7,14,17,50,6,320111,130
32,3,7,15,5,10,7,320112,0
32,27,7,19,18,0,4,320113,0
32,3,6,1,23,8,5,320114,0
32,3,7,22,15,15,7,320115,120
32,3,7,30,7,45,1,320116,0
32,3,8,2,13,35,4,320117,0
32,31,8,5,13,0,7,320118,0
32,510,8,8,1,55,3,320119,50
32,19,8,9,5,45,4,320120,0
32,3,7,29,11,15,7,320121,0
32,3,8,12,21,15,7,320122,0
32,3,8,12,20,0,7,320123,0
32,1,8,18,4,5,6,320124,0
32,31,1,5,8,56,4,320125,190
32,3,1,6,17,11,5,320126,110
32,33,4,25,7,10,3,320127,0
32,3,4,29,1,35,7,320128,150
32,31,5,19,20,51,6,320129,0
32,1,6,1,12,50,5,320130,0
32,1,6,22,20,0,5,320131,0
32,3,7,1,4,0,7,320132,0
32,7,7,5,4,40,4,320133,0
32,13,7,18,13,55,3,320134,0
32,3,7,21,23,42,6,320135,120
32,3,7,30,14,36,1,320136,120
32,3,8,1,17,2,3,320137,120
32,3,8,2,22,17,4,320138,0
32,11,8,4,4,15,6,320139,0
32,3,8,4,20,16,6,320140,0
32,13,8,5,0,1,7,320141,0
32,3,8,9,15,48,4,320142,0
32,27,8,10,5,50,5,320143,0
32,3,8,13,22,40,1,320144,0
32,23,8,20,0,50,1,320145,0
32,23,8,20,22,30,1,320146,0
32,3,3,25,23,14,7,320147,150
32,3,7,21,20,37,6,320148,120
32,3,8,5,3,27,7,320149,0
32,3,8,23,23,50,4,320150,120
32,21,8,26,22,5,7,320151,0
32,3,9,9,19,33,7,320152,0
32,7,9,16,21,14,7,320153,0
32,7,9,17,3,47,1,320154,0
32,3,9,17,5,44,1,320155,120
32,7,9,20,15,50,4,320156,0
32,510,9,22,15,40,6,320157,0
32,3,6,10,21,49,7,320158,120
32,3,8,26,4,0,7,320159,0
32,3,9,11,20,50,2,320160,120
32,3,9,17,10,51,1,320161,0
32,3,9,21,17,25,5,320162,0
32,3,9,24,12,54,1,320163,0
32,19,10,2,6,48,2,320164,0
32,3,10,5,11,55,5,320165,110
32,31,10,7,0,35,7,320166,0
32,3,10,7,1,55,7,320167,120
32,3,10,20,6,13,6,320168,120
32,31,11,8,16,2,4,320169,170
32,31,9,27,21,15,4,320170,0
32,3,8,23,19,10,4,320171,120
32,3,7,27,14,58,5,320172,0
32,3,8,25,1,6,6,320173,120
32,3,9,2,11,50,7,320174,120
32,3,10,29,16,1,1,320175,120
32,17,11,7,16,15,3,320176,0
32,23,11,12,13,0,1,320177,0
32,17,10,30,13,35,2,320178,0
32,3,11,7,17,35,3,320179,0
32,3,11,21,14,27,3,320180,0
32,31,11,30,13,10,5,320181,0
32,31,8,22,15,25,3,320182,0
32,3,10,9,2,27,2,320183,0
32,3,11,2,11,15,5,320184,0
32,31,2,20,15,42,1,320185,0
32,31,3,13,16,30,2,320186,0
32,3,7,1,13,33,7,320187,150
32,31,7,6,0,20,5,320188,0
32,31,7,6,22,10,5,320189,190
32,31,7,16,6,50,1,320190,0
32,31,7,16,1,59,1,320191,190
32,31,7,25,23,30,3,320192,0
32,3,7,29,1,55,7,320193,150
32,31,7,29,14,52,7,320194,170
32,3,7,29,21,30,7,320195,110
32,3,8,10,5,0,5,320196,0
32,3,8,19,5,33,7,320197,150
32,31,8,24,14,45,5,320198,190
32,3,9,3,16,11,1,320199,0
32,31,9,8,16,0,6,320200,0
32,3,9,8,21,10,6,320201,0
32,23,10,7,13,50,7,320202,0
32,3,10,9,4,46,2,320203,0
32,5,10,9,16,10,2,320204,0
32,3,10,12,13,35,5,320205,0
32,3,10,15,23,0,1,320206,0
32,31,10,26,13,10,5,320207,0
32,3,10,27,14,50,6,320208,0
32,3,11,4,19,20,7,320209,0
32,3,11,7,13,26,3,320210,120
32,1,11,10,11,55,6,320211,0
32,31,11,10,20,20,6,320212,0
32,3,11,12,22,14,1,320213,0
32,31,11,19,6,15,1,320214,0
32,1,11,25,21,20,7,320215,0
32,1,11,29,15,58,4,320216,0
32,3,12,1,9,10,6,320217,0
32,3,12,2,21,2,7,320218,0
32,3,12,6,23,18,4,320219,0
32,31,12,10,20,3,1,320220,170
32,3,12,16,11,34,7,320221,120
32,23,12,21,15,35,5,320222,0
32,3,12,23,17,24,7,320223,120
32,3,12,30,19,59,7,320224,120
32,3,12,31,2,19,1,320225,0
32,7,10,12,17,0,5,320226,0
32,3,11,13,20,20,2,320227,0
32,3,11,20,11,30,2,320228,0
32,3,11,25,3,0,7,320229,0
32,23,11,26,21,40,1,320230,0
32,1,12,10,18,40,1,320231,0
32,3,12,24,5,31,1,320232,0
32,31,11,3,18,46,6,320233,170
32,3,10,2,6,10,2,320234,0
32,3,9,22,17,58,6,320235,0
32,3,10,22,13,10,1,320236,0
32,3,10,15,8,39,1,320237,0
32,1,10,1,8,40,1,320238,0
32,7,10,6,17,15,6,320239,75
32,3,10,30,19,59,2,320240,0
32,3,11,13,3,21,2,320241,0
32,3,11,21,17,35,3,320242,120
32,3,10,20,19,39,6,320243,110
32,13,10,2,6,52,2,320244,0
32,3,10,13,16,22,6,320245,0
32,3,10,16,19,30,2,320246,120
32,33,10,22,8,0,1,320247,0
32,13,11,19,4,55,1,320248,0
32,3,10,16,4,5,2,320249,150
32,3,11,26,13,45,1,320250,150
32,3,12,15,23,20,6,320251,150
32,7,12,2,11,39,7,320252,0
32,33,12,3,16,30,1,320253,0
32,7,12,4,12,5,2,320254,0
32,13,12,25,15,35,2,320255,0
32,33,12,27,1,13,4,320256,0
32,7,12,31,13,40,1,320257,0
32,3,9,25,17,47,2,320258,120
32,3,10,10,23,9,3,320259,0
32,3,10,26,0,29,5,320260,0
32,3,10,27,19,37,6,320261,120
32,3,11,12,18,0,1,320262,120
32,9,12,22,12,55,6,320263,0
32,3,12,31,20,0,1,320264,0
32,7,12,6,17,0,4,320265,0
32,3,12,13,6,25,4,320266,120
33,11,1,2,7,33,1,330001,340
33,17,1,9,22,37,1,330002,90
33,9,1,10,20,48,2,330003,504
33,17,1,18,18,38,3,330004,470
33,7,1,20,18,20,5,330005,9997
33,11,1,23,1,45,1,330006,401
33,17,1,26,3,2,4,330007,440
33,13,1,14,13,32,6,330008,304
33,9,1,22,10,37,7,330009,217
33,17,2,4,14,37,6,330010,481
33,13,2,12,18,45,7,330011,546
33,15,2,18,5,58,6,330012,305
33,11,2,24,5,15,5,330013,310
33,5,2,29,12,59,3,330014,141
33,13,3,5,15,54,1,330015,237
33,15,2,11,13,35,6,330016,85
33,9,3,9,23,21,5,330017,565
33,15,2,5,16,34,7,330018,435
33,7,3,11,17,45,7,330019,386
33,7,1,12,15,45,4,330020,468
33,15,3,30,15,43,5,330021,255
33,11,3,20,14,21,2,330023,357
33,9,4,2,18,5,1,330024,565
33,13,4,5,0,31,4,330025,4
33,15,4,11,20,35,3,330026,435
33,11,4,16,11,13,1,330027,540
33,1,4,16,17,36,1,330028,461
33,15,4,17,6,50,2,330029,123
33,15,4,18,8,56,3,330030,123
33,15,4,15,0,43,7,330031,430
33,17,4,19,18,27,4,330032,440
33,9,4,27,23,45,5,330033,217
33,15,5,3,9,45,4,330034,305
33,15,5,8,13,20,2,330035,12
33,11,5,15,9,55,2,330036,310
33,1,5,18,20,44,5,330037,14
33,15,5,23,18,29,3,330038,392
33,11,5,23,1,0,3,330039,5
33,3,5,28,17,19,1,330040,510
33,1,5,29,15,1,2,330041,154
33,15,6,3,16,28,7,330042,200
33,11,6,7,20,0,4,330043,334
33,15,6,10,14,44,7,330044,462
33,11,6,11,17,27,1,330045,143
33,13,6,15,10,40,5,330046,70
33,7,6,12,12,50,2,330047,9997
33,13,6,17,99,99,7,330048,70
33,1,6,17,16,40,7,330049,154
33,19,6,18,99,99,1,330050,9997
33,13,6,9,1,2,6,330051,70
33,5,6,21,15,15,4,330052,485
33,15,6,22,9,38,5,330053,305
33,17,6,22,17,57,5,330054,311
33,11,6,28,17,20,4,330055,350
