STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,DAY_WEEK,ST_CASE,CITY
13,79,3,1,7,39,4,130188,0
13,245,3,1,12,16,4,130189,310
13,261,3,1,11,51,4,130190,170
13,89,3,2,22,37,5,130191,0
13,207,3,2,16,0,5,130192,0
13,1,3,3,22,0,6,130193,440
13,15,3,3,21,45,6,130194,980
13,27,3,3,23,24,6,130195,0
13,87,3,3,16,52,6,130196,370
13,153,3,3,22,19,6,130197,4340
13,117,3,4,8,50,7,130198,0
13,121,3,4,17,31,7,130199,280
13,129,3,4,9,55,7,130200,0
13,251,3,4,0,43,7,130201,0
13,277,3,4,11,11,7,130202,0
13,121,3,5,3,5,1,130203,280
13,21,3,6,19,8,2,130204,3390
13,51,3,6,20,18,2,130205,0
13,121,3,6,6,15,2,130206,280
13,121,3,7,9,2,3,130207,0
13,171,3,7,12,54,3,130208,0
13,21,3,8,20,30,4,130209,3390
13,77,3,8,6,0,4,130210,0
13,299,3,8,5,35,4,130211,0
13,299,3,8,5,30,4,130212,0
13,121,3,9,21,16,5,130213,280
13,89,3,10,1,39,6,130214,0
13,277,3,10,12,30,6,130215,0
13,303,3,10,0,40,6,130216,0
13,13,3,11,23,5,7,130217,490
13,27,3,11,8,34,7,130218,0
13,27,3,11,15,52,7,130219,0
13,89,3,11,12,22,7,130220,0
13,63,3,11,15,37,7,130221,1250
13,121,3,11,18,20,7,130222,280
13,195,3,11,14,32,7,130223,0
13,277,3,11,17,53,7,130224,0
13,305,3,11,2,38,7,130225,0
13,67,3,12,0,54,1,130226,0
13,107,3,12,11,20,1,130227,0
13,199,3,12,23,23,1,130228,0
13,261,3,12,1,0,1,130229,0
13,75,3,13,4,0,2,130230,0
13,129,3,13,16,3,2,130231,0
13,165,3,13,20,7,2,130232,0
13,9,3,14,18,35,3,130233,3620
13,67,3,14,14,24,3,130234,0
13,69,3,14,10,45,3,130235,0
13,319,3,14,16,11,3,130236,0
13,33,3,15,17,28,4,130237,0
13,245,3,15,12,49,4,130238,0
13,13,3,16,9,52,5,130239,0
13,135,3,16,19,0,5,130240,0
13,175,3,16,8,56,5,130241,0
13,67,3,17,12,55,6,130242,0
13,95,3,17,22,56,6,130243,90
13,51,3,18,3,13,7,130244,0
13,55,3,18,99,99,7,130245,0
13,223,3,18,18,18,7,130246,0
13,1,3,19,0,30,1,130247,0
13,63,3,19,19,37,1,130248,0
13,115,3,20,16,10,2,130249,0
13,295,3,20,13,32,2,130250,3040
13,61,3,21,12,37,3,130251,0
13,121,3,21,14,55,3,130252,2060
13,245,3,21,1,29,3,130253,310
13,19,3,22,15,1,4,130254,0
13,51,3,22,12,50,4,130255,0
13,287,3,26,0,25,1,130256,0
13,139,3,22,7,35,4,130257,0
13,193,3,22,13,3,4,130258,0
13,261,3,22,20,28,4,130259,170
13,35,3,23,4,27,5,130260,0
13,89,3,23,8,54,5,130261,0
13,115,3,23,13,59,5,130262,0
13,121,3,23,17,55,5,130263,280
13,21,3,24,2,58,6,130264,3390
13,67,3,24,5,43,6,130265,0
13,121,3,24,9,42,6,130266,280
13,71,3,25,17,55,7,130267,0
13,89,3,25,13,45,7,130268,0
13,45,3,25,16,50,7,130269,5730
13,143,3,25,23,13,7,130270,0
13,223,3,25,23,59,7,130271,0
13,101,3,26,16,13,1,130272,0
13,177,3,26,16,36,1,130273,0
13,255,3,26,1,18,1,130274,0
13,57,3,27,10,13,2,130275,0
13,119,3,27,6,15,2,130276,0
13,223,3,27,12,25,2,130277,0
13,135,3,28,10,23,3,130278,0
13,219,3,28,8,38,3,130279,0
13,245,3,29,22,47,4,130280,310
13,29,3,30,17,59,5,130281,0
13,219,3,30,23,37,5,130282,0
13,25,3,31,16,25,6,130283,0
13,81,3,31,19,40,6,130284,0
13,119,3,31,21,15,6,130285,0
13,129,3,31,20,24,6,130286,0
13,179,3,31,9,48,6,130287,0
13,223,3,31,23,8,6,130288,0
13,15,4,1,15,16,7,130289,0
13,27,4,1,14,30,7,130290,0
13,105,4,1,21,57,7,130291,0
13,139,4,1,19,18,7,130292,0
13,29,4,2,18,34,1,130293,0
13,85,4,2,21,1,1,130294,0
13,135,4,2,10,45,1,130295,0
13,81,4,3,18,28,2,130296,0
13,135,4,3,7,45,2,130297,0
13,179,4,3,11,3,2,130298,5772
13,295,4,3,14,45,2,130299,0
13,207,4,4,6,46,3,130300,2190
13,277,4,4,22,20,3,130301,0
13,15,4,5,8,20,4,130302,0
13,35,4,5,19,4,4,130303,0
13,15,4,6,3,7,5,130304,0
13,245,4,6,15,23,5,130305,310
13,69,4,7,19,29,6,130306,0
13,121,4,7,18,15,6,130307,280
13,219,4,7,15,40,6,130308,0
13,317,4,7,7,42,6,130309,0
13,153,4,8,16,45,7,130310,0
13,259,4,8,17,4,7,130311,0
13,137,4,9,22,30,1,130312,0
13,191,4,9,0,50,1,130313,0
13,15,4,10,18,17,2,130314,0
13,29,4,10,15,59,2,130315,4655
13,135,4,10,6,35,2,130316,0
13,13,4,11,20,24,3,130317,0
13,75,4,12,21,37,4,130318,0
13,85,4,12,17,23,4,130319,0
13,33,4,13,8,48,5,130320,0
13,85,4,13,12,59,5,130321,0
13,311,4,13,19,56,5,130322,0
13,15,4,14,14,53,6,130323,0
13,57,4,14,19,15,6,130324,0
13,295,4,14,10,19,6,130325,0
13,159,4,19,10,40,4,130326,0
13,89,1,1,0,50,7,130327,0
13,97,1,25,18,26,3,130328,1770
13,313,2,19,19,8,7,130329,0
13,121,2,25,6,54,6,130330,0
13,121,3,4,4,16,7,130331,280
13,67,3,25,22,36,7,130332,0
13,95,4,1,17,25,7,130333,0
13,51,4,2,4,0,1,130334,0
13,313,4,5,6,22,4,130335,1510
13,77,4,6,13,50,5,130336,3950
13,137,4,7,15,30,6,130337,1360
13,139,4,7,18,59,6,130338,2285
13,151,4,7,9,45,6,130339,2560
13,67,4,8,18,50,7,130340,0
13,57,4,9,16,37,1,130341,920
13,191,4,9,19,9,1,130342,0
13,209,4,9,4,9,1,130343,0
13,51,4,10,5,16,2,130344,0
13,95,4,11,10,5,3,130345,0
13,217,4,11,20,34,3,130346,0
13,213,4,13,6,49,5,130347,2040
13,121,4,14,21,34,6,130348,280
13,59,4,15,7,22,7,130349,270
13,69,4,15,23,6,7,130350,0
13,121,4,15,6,23,7,130351,280
13,223,4,16,11,59,1,130352,0
13,153,4,19,18,41,4,130353,1025
13,73,4,20,6,41,5,130354,0
13,121,4,20,20,45,5,130355,0
13,211,4,20,18,30,5,130356,0
13,245,4,20,8,5,5,130357,310
13,91,4,21,14,57,6,130358,0
13,121,4,21,15,2,6,130359,5640
13,121,4,21,19,7,6,130360,280
13,135,4,21,12,47,6,130361,0
13,257,4,22,20,40,7,130362,0
13,67,4,22,23,56,7,130363,3440
13,205,4,23,17,20,1,130364,0
13,23,4,24,8,56,2,130365,0
13,121,4,24,13,16,2,130366,1900
13,135,4,24,23,35,2,130367,0
13,289,4,24,19,52,2,130368,0
13,63,4,25,19,50,3,130369,0
13,245,4,25,18,8,3,130370,310
13,275,4,25,2,10,3,130371,0
13,15,4,26,22,16,4,130372,0
13,231,4,26,4,0,4,130373,0
13,285,4,26,7,57,4,130374,0
13,9,4,27,9,24,5,130375,0
13,137,4,27,7,37,5,130376,0
13,195,4,27,21,43,5,130377,0
13,149,4,28,1,13,6,130378,1040
13,241,4,28,7,35,6,130379,0
13,109,4,29,4,15,7,130380,0
13,175,4,29,21,14,7,130381,0
13,213,4,29,15,39,7,130382,0
13,229,4,29,11,38,7,130383,0
13,127,4,30,0,56,1,130384,0
13,135,4,30,9,45,1,130385,0
13,185,4,30,8,12,1,130386,0
13,227,4,30,2,10,1,130387,0
13,257,4,30,9,5,1,130388,0
13,207,5,1,8,15,2,130389,0
13,285,5,1,23,5,2,130390,0
13,321,5,2,20,20,3,130391,0
13,69,5,3,8,18,4,130392,0
13,89,5,3,0,26,4,130393,280
13,257,5,3,2,10,4,130394,5530
13,99,5,6,19,40,7,130395,0
13,135,5,7,20,5,1,130396,0
13,135,5,8,18,58,2,130397,0
13,205,5,8,14,12,2,130398,880
13,135,5,9,1,11,3,130399,0
13,75,1,3,9,22,2,130400,40
13,95,1,13,3,16,5,130401,90
13,285,1,13,9,14,5,130402,3050
13,135,1,26,7,18,4,130403,3100
13,121,2,10,15,15,5,130404,0
13,51,2,17,14,42,5,130405,4910
13,139,2,18,8,17,6,130406,4100
13,21,2,19,17,28,7,130407,0
13,51,2,21,23,44,2,130408,4910
13,207,2,22,3,33,3,130409,0
13,277,2,23,11,56,4,130410,5490
13,11,2,28,11,28,2,130411,380
13,153,3,3,13,12,6,130412,5790
13,5,3,7,8,58,3,130413,110
13,45,3,10,19,57,6,130414,970
13,51,3,15,2,52,4,130415,4910
13,51,3,16,15,40,5,130416,4450
13,89,3,16,15,17,5,130417,0
13,313,3,16,20,37,5,130418,0
13,121,3,22,16,38,4,130419,1900
13,67,3,30,23,20,5,130420,3440
13,21,4,2,0,50,1,130421,0
13,121,4,4,0,20,3,130422,280
13,51,4,8,1,38,7,130423,4910
13,189,4,14,17,45,6,130424,0
13,9,4,19,2,12,4,130425,0
13,67,4,20,18,48,5,130426,0
13,77,4,20,18,17,5,130427,0
13,151,4,20,11,5,5,130428,2560
13,185,4,20,21,27,5,130429,5680
13,67,4,21,17,38,6,130430,0
13,77,4,22,20,27,7,130431,0
13,107,4,25,6,55,3,130432,0
13,3,4,27,21,15,5,130433,0
13,311,4,29,15,25,7,130434,0
13,121,4,30,22,46,1,130435,0
13,297,4,30,0,40,1,130436,0
13,71,5,2,6,21,3,130437,3800
13,89,5,2,23,15,3,130438,280
13,59,5,4,17,22,5,130439,270
13,245,5,5,3,57,6,130440,310
13,31,5,6,8,6,7,130441,0
13,157,5,7,0,51,1,130442,0
13,177,5,7,6,33,1,130443,0
13,233,5,7,15,5,1,130444,0
13,33,5,8,1,30,2,130445,0
13,35,5,8,14,22,2,130446,0
13,151,5,8,8,35,2,130447,0
13,17,5,9,11,28,3,130448,0
13,85,5,9,12,55,3,130449,0
13,129,5,9,7,53,3,130450,0
13,321,5,9,17,52,3,130451,0
13,57,5,10,22,58,4,130452,0
13,313,5,10,8,41,4,130453,1510
13,115,5,11,21,26,5,130454,4760
13,213,5,11,15,43,5,130455,0
13,297,5,11,9,50,5,130456,0
13,135,5,12,19,24,6,130457,0
13,59,5,13,18,38,7,130458,270
13,63,5,13,4,0,7,130459,3780
13,213,5,13,18,34,7,130460,0
13,275,5,13,1,25,7,130461,0
13,57,5,14,12,13,1,130462,0
13,215,5,14,15,14,1,130463,1280
13,95,5,15,12,39,2,130464,90
13,241,5,15,23,0,2,130465,0
13,277,5,15,14,30,2,130466,0
13,191,5,16,14,43,3,130467,0
13,319,5,17,16,7,4,130469,2420
13,135,5,18,10,32,5,130470,0
13,295,5,18,21,55,5,130471,0
13,121,5,19,15,46,6,130472,280
13,135,5,19,11,52,6,130473,0
13,215,5,19,18,3,6,130474,1280
13,5,5,20,20,30,7,130475,0
13,11,5,20,4,49,7,130476,0
13,63,5,20,2,52,7,130477,0
13,321,5,20,23,6,7,130478,0
13,145,5,21,17,56,1,130479,0
13,77,5,22,6,50,2,130480,0
13,137,5,22,8,23,2,130481,0
13,299,5,22,17,33,2,130482,0
13,135,5,23,9,13,3,130483,0
13,179,5,23,18,44,3,130484,0
13,295,5,24,21,15,4,130485,0
13,321,5,24,13,37,4,130486,0
13,67,5,25,6,42,5,130487,5070
13,293,5,25,23,35,5,130488,0
13,39,5,26,16,20,6,130489,0
13,71,5,28,1,20,1,130490,0
13,51,5,31,4,9,4,130491,2290
13,121,2,20,14,11,1,130492,280
13,115,2,24,18,50,5,130493,4760
13,89,4,2,1,51,1,130494,0
13,121,4,16,16,30,1,130495,280
13,301,4,17,16,30,2,130496,0
13,67,5,4,16,41,5,130497,0
13,89,5,8,12,33,2,130498,0
13,153,5,9,11,35,3,130499,0
13,117,5,11,8,13,5,130500,0
13,153,5,13,0,57,7,130501,0
13,277,5,14,19,48,1,130502,0
13,121,5,20,1,18,7,130503,280
13,141,5,20,22,40,7,130504,0
13,141,5,21,21,15,1,130505,0
13,245,5,21,12,18,1,130506,0
13,121,5,22,23,6,2,130507,280
13,139,5,23,16,25,3,130508,0
13,89,5,24,2,20,4,130509,0
13,237,5,24,14,10,4,130510,0
13,291,5,25,22,42,5,130511,0
13,135,5,26,21,22,6,130512,0
13,303,5,26,15,18,6,130513,0
13,45,5,27,11,8,7,130514,0
13,123,5,27,16,15,7,130515,0
13,153,5,27,1,12,7,130516,0
13,161,5,27,21,15,7,130517,0
13,245,5,27,3,30,7,130518,0
13,105,5,28,19,10,1,130519,0
13,155,5,28,17,50,1,130520,0
13,297,5,29,99,99,2,130521,0
13,129,5,30,99,99,3,130522,0
13,139,5,30,21,19,3,130523,0
13,35,5,31,14,3,4,130524,0
13,77,6,1,18,6,5,130525,0
13,199,6,1,12,7,5,130526,0
13,223,6,1,4,18,5,130527,0
13,13,6,2,18,24,6,130528,0
13,233,6,2,18,44,6,130529,0
13,33,6,3,20,36,7,130530,0
13,35,6,3,8,35,7,130531,0
13,89,6,3,20,25,7,130532,0
13,241,6,3,14,14,7,130533,0
13,35,6,4,18,44,1,130534,0
13,33,6,5,5,52,2,130535,5860
13,179,6,5,14,20,2,130536,0
13,13,6,6,13,38,3,130537,0
13,29,6,6,14,23,3,130538,4655
13,131,6,6,15,37,3,130539,850
13,135,6,6,15,52,3,130540,0
13,195,6,6,19,48,3,130541,0
13,319,6,6,21,11,3,130542,3370
13,135,6,9,16,9,6,130543,0
13,163,6,9,10,47,6,130544,0
13,223,6,9,15,15,6,130545,0
13,301,6,9,20,45,6,130546,0
13,83,6,10,3,20,7,130547,0
13,311,6,10,21,12,7,130548,0
13,175,6,11,0,5,1,130549,0
13,133,6,12,14,5,2,130550,0
13,199,6,14,6,59,4,130551,0
13,277,6,14,17,14,4,130552,0
13,319,6,14,4,49,4,130553,0
13,63,6,15,19,58,5,130554,0
13,145,6,15,22,30,5,130555,0
13,13,6,16,11,43,6,130556,0
13,53,6,18,2,26,1,130557,1450
13,295,1,15,99,99,7,130558,0
13,51,3,4,22,53,7,130559,4910
13,245,3,12,14,29,1,130560,0
13,153,3,21,14,52,3,130561,5790
13,153,3,23,19,57,5,130562,5790
13,89,4,2,9,55,1,130563,0
13,313,4,21,22,9,6,130564,0
13,95,4,28,21,22,6,130565,90
13,89,5,2,4,36,3,130566,0
13,121,5,18,14,33,5,130567,1900
13,151,5,21,1,17,1,130568,0
13,121,5,30,7,0,3,130569,0
13,45,6,5,11,27,2,130570,0
13,245,6,5,18,4,2,130571,310
13,27,6,6,13,4,3,130572,0
13,121,6,7,19,3,4,130573,4790
13,121,6,10,23,12,7,130574,280
13,45,6,11,18,8,1,130575,0
13,121,6,11,1,15,1,130576,280
13,127,6,11,2,19,1,130577,4860
13,285,6,12,17,40,2,130578,0
13,25,6,13,23,11,3,130579,0
13,31,6,14,10,37,4,130580,0
13,9,6,15,9,40,5,130581,0
13,121,6,15,1,37,5,130582,0
13,137,6,15,14,10,5,130583,0
13,179,6,15,4,36,5,130584,0
13,265,6,15,18,19,5,130585,0
13,85,6,17,14,36,7,130586,0
13,107,6,17,19,55,7,130587,0
13,243,6,17,11,55,7,130588,0
13,43,6,18,6,2,1,130589,0
13,63,6,18,22,47,1,130590,0
13,87,6,18,8,0,1,130591,0
13,179,6,19,9,57,2,130592,0
13,213,6,21,16,43,4,130593,0
13,233,6,21,17,15,4,130594,0
13,121,6,22,10,0,5,130595,280
13,255,6,22,8,56,5,130596,0
13,27,6,23,8,43,6,130597,0
13,135,6,23,0,5,6,130598,0
13,143,6,23,19,4,6,130599,0
13,139,6,24,21,31,7,130600,0
13,33,6,25,19,41,1,130601,0
13,75,6,25,21,35,1,130602,0
13,123,6,25,1,20,1,130603,0
13,121,6,29,12,15,5,130604,0
13,63,2,17,6,54,5,130605,0
13,217,3,6,16,48,2,130606,1380
13,89,4,14,22,3,6,130607,0
13,89,5,9,8,48,3,130608,0
13,295,6,11,2,55,1,130609,2210
13,57,6,16,12,6,6,130610,920
13,123,6,16,21,48,6,130611,1850
13,147,6,17,20,5,7,130612,0
13,67,6,17,23,29,7,130613,0
13,309,6,17,11,0,7,130614,0
13,57,6,18,15,32,1,130615,0
13,207,6,18,2,50,1,130616,0
13,185,6,20,21,0,3,130617,0
13,39,6,25,14,27,1,130618,0
13,45,6,25,16,18,1,130619,0
13,143,6,25,0,25,1,130620,0
13,1,6,27,15,55,3,130621,0
13,97,6,27,14,44,3,130622,0
13,217,6,27,18,20,3,130623,0
13,265,6,28,23,40,4,130624,0
13,57,6,29,11,47,5,130625,0
13,129,6,30,20,15,6,130626,0
13,185,6,30,13,5,6,130627,0
13,279,6,30,16,50,6,130628,0
13,15,7,1,11,33,7,130629,0
13,219,7,1,10,30,7,130630,0
13,173,7,2,4,5,1,130631,0
13,175,7,2,17,20,1,130632,0
13,1,7,3,23,50,2,130633,0
13,33,7,3,14,20,2,130634,0
13,71,7,3,1,41,2,130635,0
13,319,7,3,8,9,2,130636,0
13,39,7,4,1,50,3,130637,0
13,137,7,4,12,10,3,130638,0
13,319,7,4,15,56,3,130639,0
13,63,7,5,13,33,4,130640,0
13,77,7,5,5,56,4,130641,0
13,175,7,5,14,25,4,130642,0
13,211,7,5,14,20,4,130643,0
13,193,7,6,7,36,5,130644,0
13,191,7,6,7,8,5,130645,0
13,251,7,6,13,13,5,130646,0
13,119,7,7,22,10,6,130647,0
13,89,7,8,14,59,7,130648,0
13,43,7,9,12,30,1,130649,0
13,135,7,12,17,1,4,130650,0
13,143,7,12,13,25,4,130651,0
13,15,7,13,9,29,5,130652,0
13,105,7,13,1,30,5,130653,0
13,139,7,16,15,40,1,130654,0
13,21,2,12,12,40,7,130655,0
13,223,3,22,20,19,4,130656,1500
13,21,6,16,0,24,6,130657,3390
13,69,6,18,17,56,1,130658,0
13,21,6,23,16,42,6,130659,3390
13,89,7,2,13,58,1,130660,0
13,279,7,5,4,59,4,130661,0
13,233,7,12,23,4,4,130662,0
13,45,7,13,17,58,5,130663,0
13,227,7,13,16,49,5,130664,0
13,163,7,14,23,5,6,130665,0
13,303,7,14,19,5,6,130666,4880
13,57,7,15,9,20,7,130667,0
13,139,7,15,1,47,7,130668,0
13,177,7,15,13,39,7,130669,0
13,195,7,15,21,31,7,130670,0
13,227,7,15,20,57,7,130671,0
13,289,7,15,19,28,7,130672,0
13,215,7,16,17,0,1,130673,1280
13,301,7,16,15,47,1,130674,0
13,89,7,17,6,18,2,130675,0
13,129,7,17,16,15,2,130676,0
13,139,7,17,17,15,2,130677,0
13,57,7,18,11,45,3,130678,0
13,259,7,18,11,56,3,130679,0
13,297,7,18,14,4,3,130680,0
13,73,7,19,8,48,4,130681,0
13,135,7,19,17,5,4,130682,0
13,243,7,19,14,25,4,130683,0
13,49,7,20,23,45,5,130684,0
13,163,7,20,7,48,5,130685,3250
13,205,7,20,20,43,5,130686,0
13,147,7,21,2,54,6,130687,0
13,299,7,21,6,47,6,130688,0
13,89,7,22,19,2,7,130689,3210
13,135,7,22,0,17,7,130690,0
13,153,7,22,10,10,7,130691,4340
13,179,7,22,6,34,7,130692,0
13,179,7,22,15,44,7,130693,0
13,135,7,23,5,11,1,130694,0
13,147,7,23,18,0,1,130695,0
13,151,7,23,0,12,1,130696,2560
13,229,7,23,7,45,1,130697,0
13,75,7,24,13,50,2,130698,0
13,121,7,24,19,15,2,130699,280
13,67,7,26,13,32,4,130700,0
13,121,7,26,6,11,4,130701,0
13,21,3,9,1,16,5,130702,0
13,89,3,10,23,45,6,130703,0
13,89,4,23,16,43,1,130704,0
13,229,5,1,13,55,2,130705,530
13,89,5,14,0,14,1,130706,0
13,51,5,17,3,17,4,130707,4910
13,163,5,21,20,10,1,130708,0
13,117,6,8,23,24,5,130709,0
13,89,6,14,7,4,4,130710,0
13,51,6,15,12,43,5,130711,0
13,89,6,20,13,37,3,130712,0
13,89,6,25,0,40,1,130713,0
13,51,6,26,21,30,2,130714,0
13,13,6,30,12,7,6,130715,5980
13,151,7,4,18,20,3,130716,0
13,153,7,4,17,0,3,130717,0
13,33,7,12,11,1,4,130718,0
13,113,7,12,22,18,4,130719,4278
13,299,7,14,11,5,6,130720,0
13,121,7,16,10,46,1,130721,280
13,241,7,16,3,45,1,130722,0
13,77,7,18,17,43,3,130723,0
13,313,7,20,13,20,5,130724,1510
13,55,7,21,18,5,6,130725,0
13,51,7,22,7,7,7,130726,4475
13,55,7,22,16,55,7,130727,5260
13,67,7,22,19,27,7,130728,0
13,45,7,23,16,18,1,130729,0
13,67,7,23,15,57,1,130730,0
13,123,7,23,17,45,1,130731,0
13,95,7,24,8,24,2,130732,90
13,133,7,25,1,30,3,130733,0
13,65,7,27,12,34,5,130734,0
13,215,7,27,16,14,5,130735,1280
13,135,7,28,15,14,6,130736,0
13,153,7,28,16,1,6,130737,0
13,183,7,28,13,42,6,130738,0
13,189,7,28,12,2,6,130739,0
13,135,7,29,21,30,7,130740,0
13,165,7,29,2,8,7,130741,0
13,235,7,29,0,48,7,130742,0
13,39,7,30,10,54,1,130743,0
13,45,7,30,1,0,1,130744,0
13,67,7,31,21,0,2,130745,0
13,67,8,1,0,31,3,130746,0
13,127,8,2,22,40,4,130747,2935
13,147,8,2,18,35,4,130748,0
13,147,8,3,19,3,5,130749,0
13,67,8,4,5,45,6,130750,2990
13,137,8,4,20,0,6,130751,0
13,149,8,4,6,59,6,130752,0
13,319,8,4,15,6,6,130753,0
13,45,8,5,14,45,7,130754,0
13,57,8,5,20,41,7,130755,0
13,121,8,5,2,40,7,130756,280
13,285,8,5,22,33,7,130757,0
13,287,8,5,5,9,7,130758,0
13,53,8,6,0,55,1,130759,0
13,127,8,6,9,57,1,130760,0
13,135,8,6,2,19,1,130761,5300
13,223,8,6,10,28,1,130762,0
13,301,8,6,0,6,1,130763,0
13,57,8,8,7,55,3,130764,0
13,57,8,8,8,29,3,130765,0
13,135,8,8,4,33,3,130766,0
13,255,8,8,14,1,3,130767,0
13,267,8,8,23,44,3,130768,2370
13,51,8,9,14,13,4,130769,0
13,11,8,8,0,44,3,130770,0
13,261,8,9,11,5,4,130771,0
13,139,8,11,6,40,6,130772,0
13,139,8,11,21,10,6,130773,0
13,277,8,11,19,36,6,130774,0
13,31,8,12,17,8,7,130775,0
13,121,8,12,7,47,7,130776,280
13,139,8,13,7,8,1,130777,0
13,135,8,14,8,36,2,130778,0
13,15,8,10,17,3,5,130779,0
13,135,8,11,23,5,6,130780,0
13,247,1,27,20,36,5,130781,0
13,89,3,14,12,40,3,130782,0
13,115,5,16,21,1,3,130783,0
13,21,5,20,6,31,7,130784,0
13,89,5,20,8,21,7,130785,0
13,151,6,1,14,52,5,130786,3360
13,113,6,2,17,59,6,130787,2110
13,51,6,8,0,58,5,130788,4910
13,79,6,9,6,19,6,130789,0
13,121,6,9,12,37,6,130790,5640
13,21,7,22,2,37,7,130791,3390
13,67,7,24,18,21,2,130792,0
13,67,7,29,1,13,7,130793,0
13,121,8,3,13,35,5,130794,280
13,295,8,3,15,12,5,130795,0
13,173,8,4,21,2,6,130796,0
13,17,8,8,10,29,3,130797,0
13,89,8,8,22,45,3,130798,0
13,15,8,9,9,46,4,130799,0
13,223,8,9,23,19,4,130800,0
13,297,8,9,5,20,4,130801,0
13,217,8,10,21,47,5,130802,0
13,89,8,11,23,2,6,130803,0
13,123,8,12,2,0,7,130804,0
13,185,8,12,2,0,7,130805,0
13,191,8,12,11,50,7,130806,0
13,217,8,12,22,18,7,130807,0
13,289,8,12,14,11,7,130808,0
13,245,8,13,14,47,1,130809,310
13,185,8,14,20,43,2,130810,0
13,245,8,14,2,39,2,130811,0
13,251,8,14,23,6,2,130812,0
13,255,8,14,21,52,2,130813,0
13,297,8,15,18,10,3,130814,0
13,225,8,16,18,30,4,130815,0
13,89,8,18,4,39,6,130816,0
13,135,8,18,18,9,6,130817,0
13,147,8,18,21,35,6,130818,0
13,215,8,18,19,0,6,130819,1280
13,245,8,18,22,42,6,130820,310
13,89,8,19,15,30,7,130821,0
13,127,8,19,1,50,7,130822,0
13,139,8,19,19,10,7,130823,0
13,243,8,19,22,40,7,130824,0
13,295,8,19,21,25,7,130825,0
13,267,8,21,11,0,2,130826,2370
13,63,8,22,10,33,3,130827,0
13,63,8,22,23,6,3,130828,0
13,89,8,22,20,58,3,130829,0
13,135,8,22,17,51,3,130830,1470
13,157,8,23,17,35,4,130831,0
13,59,8,24,23,56,5,130832,270
13,129,8,26,0,39,7,130833,0
13,135,8,29,18,36,3,130834,0
13,45,1,28,4,52,6,130835,5935
13,121,3,30,17,35,5,130836,4790
13,121,5,3,14,59,4,130837,280
13,89,6,6,22,58,3,130838,0
13,89,6,9,2,40,6,130839,0
13,67,6,13,23,42,3,130840,3440
13,73,6,20,19,8,3,130841,0
13,73,6,22,20,10,5,130842,0
13,21,6,23,22,55,6,130843,0
13,121,6,27,10,6,3,130844,1900
13,121,6,30,14,17,6,130845,280
13,151,7,7,22,10,6,130846,0
13,151,7,9,20,14,1,130847,0
13,117,7,13,20,36,5,130848,0
13,121,7,21,17,0,6,130849,280
13,121,7,22,16,36,7,130850,280
13,245,7,27,14,46,5,130851,310
13,9,7,30,16,37,1,130852,0
13,67,8,1,17,37,3,130853,0
13,67,8,3,16,25,5,130854,0
13,105,8,4,12,30,6,130855,1950
13,89,8,5,22,36,7,130856,0
13,89,8,5,20,14,7,130857,280
13,121,8,10,6,45,5,130858,280
13,97,8,17,17,32,5,130859,0
13,303,8,19,17,25,7,130860,0
13,117,8,20,8,58,1,130861,0
13,47,8,21,8,42,2,130862,2210
13,51,8,24,13,25,5,130863,0
13,97,8,24,15,28,5,130864,0
13,57,8,25,15,34,6,130865,0
13,81,8,25,1,43,6,130866,0
13,143,8,25,18,8,6,130867,0
13,227,8,25,23,30,6,130868,0
13,97,8,27,12,45,1,130869,0
13,129,8,29,1,47,3,130870,0
13,89,8,30,23,39,4,130871,0
13,269,8,30,22,10,4,130872,0
13,69,8,31,14,31,5,130873,0
13,123,8,31,10,26,5,130874,0
13,127,8,31,21,14,5,130875,0
13,153,8,31,11,35,5,130876,0
13,215,8,31,18,52,5,130877,1280
13,121,9,1,20,31,6,130878,0
13,175,9,1,16,28,6,130879,0
13,67,9,2,19,8,7,130880,0
13,95,9,2,2,38,7,130881,90
13,185,9,4,22,1,2,130882,0
13,223,9,4,16,8,2,130883,0
13,75,9,5,9,50,3,130884,0
13,255,9,5,17,54,3,130885,0
13,277,9,5,11,39,3,130886,0
13,135,9,6,5,47,4,130887,4610
13,31,9,7,2,13,5,130888,0
13,299,9,7,22,18,5,130889,0
13,241,9,8,18,20,6,130890,0
13,99,9,9,2,17,7,130891,550
13,135,9,11,6,8,2,130892,0
13,135,9,11,6,19,2,130893,0
13,205,4,22,9,36,7,130894,0
13,121,5,28,1,54,1,130895,0
13,51,6,7,20,50,4,130896,4910
13,215,6,7,0,24,4,130897,1280
13,95,6,17,19,14,7,130898,90
13,215,6,17,12,28,7,130899,1280
13,151,7,13,1,13,5,130900,0
13,121,7,18,15,5,3,130901,0
13,45,7,24,17,51,2,130902,0
13,275,7,31,10,46,2,130903,5460
13,59,8,3,16,42,5,130904,270
13,151,8,5,20,39,7,130905,0
13,215,8,7,13,43,2,130906,1280
13,21,8,10,22,40,5,130907,3390
13,51,8,13,17,41,1,130908,4910
13,127,8,13,1,52,1,130909,0
13,51,8,15,8,17,3,130910,4910
13,121,8,17,20,13,5,130911,1900
13,51,8,18,11,45,6,130912,4910
13,119,8,19,13,37,7,130913,0
13,91,8,23,23,29,4,130914,0
13,67,8,29,14,34,3,130915,0
13,195,8,31,21,42,5,130916,0
