STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,DAY_WEEK,ST_CASE,MILEPT,CITY
6,29,3,11,17,30,4,60418,0,0
6,73,3,11,17,35,4,60419,0,3260
6,37,3,12,14,52,5,60420,0,1440
6,71,3,12,19,5,5,60421,618,0
6,29,3,13,4,30,6,60422,250,240
6,83,3,13,5,38,6,60423,246,0
6,29,3,13,1,15,6,60424,704,0
6,73,3,13,10,55,6,60425,20,3260
6,73,3,13,21,50,6,60426,0,0
6,19,3,13,22,15,6,60427,0,0
6,71,3,13,22,17,6,60428,0,3000
6,25,3,15,15,10,1,60429,378,0
6,73,3,15,16,29,1,60430,0,1182
6,37,3,16,7,38,2,60431,0,0
6,65,3,16,9,43,2,60432,0,2650
6,73,3,16,20,55,2,60433,146,3260
6,37,3,17,14,30,3,60434,0,2645
6,59,3,17,23,30,3,60435,103,880
6,111,3,22,21,10,1,60436,227,0
6,73,3,26,15,27,5,60437,0,3260
6,75,3,26,19,58,5,60438,0,3290
6,65,3,7,17,30,7,60439,0,0
6,37,3,7,19,25,7,60440,0,0
6,67,3,7,20,17,7,60441,48,0
6,37,3,9,7,15,2,60442,0,1980
6,67,3,9,9,7,2,60443,0,712
6,1,3,9,15,0,2,60444,209,0
6,37,3,10,19,56,3,60445,0,3870
6,19,3,11,1,50,4,60446,0,1370
6,67,3,11,5,51,4,60447,0,3150
6,73,3,11,13,25,4,60448,0,560
6,47,3,11,15,54,4,60449,0,0
6,77,3,11,15,55,4,60450,0,2070
6,73,3,18,0,15,4,60451,135,3260
6,73,3,18,6,18,4,60452,0,1080
6,65,3,18,14,14,4,60453,0,0
6,37,3,21,15,35,7,60454,0,639
6,9,3,21,16,0,7,60455,0,0
6,45,3,21,17,45,7,60456,77,0
6,87,3,21,23,38,7,60457,0,4100
6,71,3,22,20,15,1,60458,137,0
6,65,3,22,20,42,1,60459,0,3070
6,85,3,23,7,50,2,60460,0,3520
6,85,3,23,10,26,2,60461,0,2311
6,37,3,23,14,0,2,60462,0,1980
6,45,3,24,1,35,3,60463,18,0
6,71,3,24,13,25,3,60464,45,1603
6,37,2,21,2,8,7,60465,0,1970
6,85,2,21,13,23,7,60466,0,1420
6,111,2,28,18,37,7,60467,0,4027
6,71,2,28,20,10,7,60468,0,0
6,73,2,28,22,30,7,60469,625,0
6,105,3,1,1,55,1,60470,0,0
6,59,3,1,2,13,1,60471,0,80
6,37,3,6,2,40,6,60472,0,1980
6,19,3,1,12,55,1,60473,0,0
6,59,3,1,19,30,1,60474,0,1410
6,59,3,1,20,3,1,60475,12,1660
6,59,3,5,9,58,5,60476,359,80
6,65,3,1,6,0,1,60477,336,0
6,37,3,6,5,34,6,60478,0,1970
6,73,3,6,9,47,6,60479,0,3260
6,37,3,7,21,32,7,60480,0,0
6,37,3,7,21,40,7,60481,223,1716
6,73,3,8,0,20,1,60482,0,0
6,7,3,8,6,12,1,60483,0,0
6,65,3,8,22,36,1,60484,56,850
6,25,3,9,1,36,2,60485,176,0
6,85,3,9,12,40,2,60486,92,2000
6,37,3,9,22,15,2,60487,17,1980
6,37,3,14,23,55,7,60488,646,0
6,37,3,10,18,6,3,60489,0,0
6,37,3,10,16,26,3,60490,0,2240
6,71,3,15,1,40,1,60491,1461,0
6,27,3,15,5,30,1,60492,1249,0
6,25,3,15,7,6,1,60493,0,440
6,25,3,16,13,55,2,60494,0,0
6,71,3,26,23,32,5,60495,203,790
6,37,3,27,0,28,6,60496,38,0
6,107,3,27,1,45,6,60497,251,0
6,73,3,27,9,21,6,60498,137,0
6,77,3,27,14,30,6,60499,21,0
6,37,3,27,19,50,6,60500,0,1980
6,31,3,27,20,16,6,60501,0,0
6,65,3,30,8,35,2,60502,0,0
6,71,3,31,10,27,3,60503,182,3000
6,37,3,31,16,27,3,60504,0,1700
6,65,3,31,20,54,3,60505,1220,0
6,37,3,31,23,1,3,60506,0,1970
6,67,4,4,21,25,7,60507,36,0
6,109,4,5,9,5,1,60508,173,0
6,59,4,6,4,24,2,60509,102,3351
6,37,4,6,7,25,2,60510,0,2458
6,7,4,6,14,55,2,60511,283,0
6,37,4,6,15,33,2,60512,0,1980
6,37,3,24,18,25,3,60513,0,1980
6,37,3,24,18,30,3,60514,0,1980
6,37,3,25,9,55,4,60515,153,0
6,37,3,26,15,0,5,60516,0,1980
6,29,4,1,22,0,4,60517,114,0
6,37,4,2,1,30,5,60518,0,1980
6,99,4,2,18,57,5,60519,50,2470
6,37,4,2,10,20,5,60520,0,1980
6,81,4,2,13,30,5,60521,24,0
6,37,4,2,19,15,5,60522,7,1980
6,37,1,3,11,25,7,60523,169,2020
6,29,2,18,17,50,4,60524,315,0
6,73,3,29,1,0,1,60525,369,0
6,73,3,29,2,12,1,60526,365,0
6,107,3,29,7,8,1,60527,0,0
6,57,3,30,99,99,2,60528,249,0
6,73,4,1,14,42,4,60529,295,1200
6,75,4,3,21,12,6,60530,0,3290
6,99,3,1,18,35,1,60531,374,0
6,111,3,27,12,47,6,60532,256,0
6,1,3,28,0,18,7,60533,82,0
6,61,3,28,3,17,7,60534,331,0
6,65,3,28,15,55,7,60535,287,0
6,73,3,28,20,15,7,60536,105,3260
6,65,3,28,23,15,7,60537,192,0
6,65,3,29,12,40,1,60538,120,0
6,37,3,29,15,25,1,60539,0,3470
6,67,3,29,22,2,1,60540,0,712
6,71,4,2,19,37,5,60541,14,4000
6,95,4,4,13,30,7,60542,66,0
6,71,4,5,0,49,1,60543,0,1603
6,85,4,10,18,40,6,60544,352,3340
6,37,4,14,8,52,3,60545,0,4069
6,113,4,14,15,30,3,60546,0,4258
6,37,2,2,18,38,2,60547,0,3470
6,95,3,15,22,18,1,60548,0,4020
6,65,3,15,17,17,1,60549,0,3070
6,25,3,16,12,30,2,60550,0,0
6,71,3,16,14,53,2,60551,0,4290
6,93,3,16,18,15,2,60552,121,0
6,83,3,16,18,44,2,60553,0,3655
6,67,3,16,22,46,2,60554,0,3150
6,71,3,22,19,0,1,60555,0,0
6,37,3,22,19,20,1,60556,0,1980
6,81,3,23,2,40,2,60557,167,490
6,29,3,23,14,0,2,60558,435,0
6,89,3,23,21,40,2,60559,915,0
6,73,3,24,5,30,3,60560,347,0
6,37,3,21,20,55,7,60561,0,1980
6,71,3,21,22,30,7,60562,69,0
6,59,3,22,5,45,1,60563,41,3250
6,65,3,22,8,45,1,60564,367,0
6,73,3,22,8,57,1,60565,360,0
6,107,3,22,10,40,1,60566,0,0
6,59,3,22,13,30,1,60567,0,2560
6,65,3,22,15,15,1,60568,0,0
6,25,3,24,15,40,3,60569,64,0
6,79,3,25,2,5,4,60570,198,0
6,85,3,25,9,59,4,60571,0,3340
6,35,3,26,5,45,5,60572,322,0
6,75,3,26,10,3,5,60573,0,3290
6,37,3,25,20,22,4,60574,0,1980
6,49,3,29,9,40,1,60575,528,0
6,95,3,29,10,45,1,60576,12,4020
6,45,3,29,17,25,1,60577,988,0
6,77,3,29,17,45,1,60578,0,0
6,31,4,1,15,40,4,60579,0,0
6,39,4,1,23,45,4,60580,346,0
6,99,2,27,22,10,6,60581,0,0
6,37,3,22,19,20,1,60582,167,639
6,109,4,6,19,1,2,60583,327,0
6,107,4,6,19,52,2,60584,0,3920
6,73,4,11,12,38,7,60585,187,0
6,37,4,11,17,40,7,60586,0,1980
6,59,4,12,12,20,1,60587,155,0
6,37,4,12,15,10,1,60588,373,1980
6,37,4,12,17,50,1,60589,0,1980
6,37,4,12,19,50,1,60590,485,2645
6,73,4,13,5,45,2,60591,0,2510
6,19,4,17,10,50,6,60592,230,0
6,35,4,17,11,50,6,60593,378,0
6,19,4,17,17,30,6,60594,88,0
6,77,4,18,6,0,7,60595,121,0
6,67,4,19,11,33,1,60596,0,3150
6,81,4,22,11,8,4,60597,373,0
6,37,3,24,17,20,3,60598,0,804
6,89,4,3,16,0,6,60599,75,0
6,97,4,7,12,57,3,60600,0,2740
6,97,4,7,14,47,3,60601,0,2740
6,107,4,7,16,10,3,60602,0,0
6,97,4,7,19,1,3,60603,0,3490
6,83,4,8,8,43,4,60604,780,0
6,71,4,8,18,50,4,60605,57,0
6,27,4,9,13,50,5,60606,858,0
6,1,4,9,16,10,5,60607,0,2480
6,31,4,9,17,10,5,60608,211,0
6,59,4,10,14,36,6,60609,228,1660
6,29,4,19,13,16,1,60610,0,240
6,59,4,19,16,45,1,60611,0,1713
6,75,4,20,17,33,2,60612,0,3290
6,37,4,20,20,50,2,60613,0,1980
6,85,4,21,14,34,3,60614,0,0
6,107,3,30,20,0,2,60615,0,0
6,47,4,2,3,20,5,60616,0,0
6,71,4,2,10,5,5,60617,297,0
6,93,4,2,10,10,5,60618,0,0
6,29,4,2,21,25,5,60619,0,0
6,47,4,3,0,5,6,60620,0,0
6,87,4,3,12,25,6,60621,89,0
6,29,4,3,13,35,6,60622,0,0
6,83,4,3,14,37,6,60623,101,0
6,71,4,3,19,22,6,60624,0,920
6,29,4,4,0,50,7,60625,33,0
6,53,4,4,16,30,7,60626,4,0
6,37,4,4,17,6,7,60627,0,0
6,73,4,5,4,0,1,60628,0,0
6,59,4,5,19,29,1,60629,0,0
6,39,4,5,20,53,1,60630,0,0
6,33,4,6,7,55,2,60631,0,0
6,67,4,6,22,0,2,60632,0,0
6,65,4,9,1,9,5,60633,52,850
6,97,4,9,11,35,5,60634,0,0
6,71,4,9,19,45,5,60635,0,1605
6,37,4,9,20,30,5,60636,0,1980
6,73,4,11,23,2,7,60637,23,3260
6,79,4,11,99,99,7,60638,107,0
6,45,4,9,23,30,5,60639,292,0
6,97,4,12,8,50,1,60640,118,0
6,39,4,12,9,25,1,60641,21,0
6,19,4,12,18,25,1,60642,0,0
6,25,4,12,20,0,1,60643,0,0
6,107,4,10,1,15,6,60644,38,0
6,61,4,10,1,30,6,60645,0,0
6,37,4,10,1,37,6,60646,161,1980
6,65,4,10,15,19,6,60647,1139,0
6,37,4,10,22,50,6,60648,0,0
6,1,4,13,0,13,2,60649,0,2480
6,37,1,5,11,15,2,60650,0,1980
6,71,1,5,13,6,2,60651,0,3210
6,71,1,10,13,22,7,60652,0,4290
6,37,1,14,12,45,4,60653,0,230
6,107,1,30,17,25,6,60654,0,0
6,25,2,27,4,50,6,60655,0,0
6,65,4,18,9,20,7,60656,775,0
6,81,4,22,11,57,4,60657,203,3730
6,37,4,22,12,30,4,60658,130,0
6,39,4,22,14,30,4,60659,0,2050
6,85,4,22,14,41,4,60660,0,3340
6,67,4,22,20,14,4,60661,0,0
6,37,4,22,20,25,4,60662,0,1791
6,19,4,27,6,18,2,60663,0,0
6,19,4,27,15,50,2,60664,234,0
6,59,4,30,4,58,5,60665,0,1380
6,23,5,1,10,58,6,60666,1112,0
6,71,2,11,6,44,4,60667,0,1603
6,85,4,3,10,20,6,60668,170,0
6,39,4,21,20,20,3,60669,0,0
6,37,4,21,20,25,3,60670,0,0
6,19,4,21,21,10,3,60671,66,0
6,111,4,22,7,15,4,60672,306,3641
6,13,4,22,9,50,4,60673,51,0
6,93,4,23,16,40,5,60674,850,0
6,67,4,23,22,6,5,60675,0,712
6,19,4,24,18,10,6,60676,0,0
6,19,4,25,14,5,7,60677,779,0
6,71,4,26,9,55,1,60678,65,0
6,65,4,26,19,45,1,60679,236,2730
6,71,2,14,12,25,7,60680,0,0
6,53,3,22,3,25,1,60681,917,0
6,85,4,1,20,58,4,60682,0,3440
6,37,4,4,12,30,7,60683,0,1980
6,73,4,4,13,0,7,60684,439,560
6,45,4,4,1,40,7,60685,0,0
6,57,4,14,19,1,3,60686,89,0
6,29,4,15,10,15,4,60687,0,240
6,41,4,15,13,45,4,60688,0,3410
6,59,4,15,20,29,4,60689,0,2199
6,19,4,15,21,45,4,60690,0,0
6,45,4,17,14,16,6,60691,966,0
6,19,4,28,21,0,3,60692,53,0
6,37,4,29,17,35,4,60693,0,4126
6,77,4,29,21,39,4,60694,0,3770
6,79,5,3,0,30,1,60695,0,0
6,65,5,3,1,15,1,60696,254,0
6,29,5,3,13,7,1,60697,117,0
6,73,4,10,15,20,6,60698,0,0
6,37,4,11,21,53,7,60699,0,1970
6,85,4,13,14,10,2,60700,57,0
6,27,4,14,99,99,3,60701,681,0
6,37,4,15,11,35,4,60702,0,1970
6,37,4,17,23,25,6,60703,152,0
6,65,4,18,0,55,7,60704,383,3070
6,71,4,18,5,50,7,60705,234,0
6,73,4,18,17,31,7,60706,69,710
6,59,4,18,22,0,7,60707,0,0
6,67,4,19,1,10,1,60708,0,0
6,103,4,19,17,40,1,60709,0,0
6,93,4,19,18,30,1,60710,0,0
6,37,4,18,14,0,7,60711,812,0
6,113,4,23,14,10,5,60712,110,0
6,23,4,23,16,0,5,60713,615,1340
6,71,4,23,16,20,5,60714,150,0
6,59,4,24,1,46,6,60715,93,80
6,37,4,24,9,33,6,60716,0,120
6,73,4,25,6,17,7,60717,150,3260
6,53,4,25,6,25,7,60718,490,0
6,85,4,25,7,5,7,60719,240,2311
6,73,4,25,9,55,7,60720,329,1200
6,65,4,20,15,15,2,60721,202,3070
6,31,4,27,19,20,2,60722,43,0
6,1,4,28,1,15,3,60723,58,340
6,93,4,27,17,50,2,60724,523,0
6,75,4,24,21,51,6,60725,0,3290
6,59,4,25,2,10,7,60726,0,470
6,107,4,27,20,30,2,60727,231,0
6,25,2,14,18,30,7,60728,327,530
6,57,3,6,11,0,6,60729,142,3900
6,13,5,3,17,17,1,60730,0,110
6,85,5,3,17,29,1,60731,1,3340
6,19,5,3,20,51,1,60732,396,0
6,37,5,5,11,5,3,60733,0,1845
6,31,5,5,14,55,3,60734,0,0
6,103,5,7,21,5,5,60735,0,0
6,37,5,9,1,50,7,60736,0,1980
6,37,5,9,19,41,7,60737,0,1840
6,1,3,13,11,58,6,60738,71,1364
6,47,3,27,14,15,6,60739,79,0
6,71,4,18,0,55,7,60740,757,260
6,107,4,30,22,15,5,60741,0,0
6,73,5,1,19,10,6,60742,491,0
6,7,5,2,6,35,7,60743,5,0
6,65,5,2,18,17,7,60744,0,1846
6,7,5,2,18,20,7,60745,0,0
6,19,5,2,23,40,7,60746,0,740
6,65,5,8,2,35,6,60747,166,3070
6,45,5,8,4,0,6,60748,768,0
6,73,5,8,5,25,6,60749,17,3260
6,37,5,8,7,30,6,60750,0,1980
6,75,5,8,9,54,6,60751,27,3290
6,75,5,8,17,50,6,60752,0,3290
6,37,5,8,22,23,6,60753,0,2700
6,9,5,9,19,45,7,60754,0,0
6,71,5,9,19,55,7,60755,19,2550
6,37,5,9,22,30,7,60756,0,0
6,1,5,10,17,0,1,60757,200,2840
6,71,4,26,11,0,1,60758,0,0
6,65,4,26,20,51,1,60759,1231,0
6,19,4,26,23,1,1,60760,136,0
6,37,5,5,19,2,3,60761,0,1980
6,71,5,5,19,20,3,60762,0,0
6,55,5,6,14,20,4,60763,0,0
6,59,5,6,20,14,4,60764,21,470
6,37,5,6,22,27,4,60765,0,1980
6,71,5,7,0,40,5,60766,1448,0
6,29,5,7,1,20,5,60767,406,0
6,89,5,7,13,5,5,60768,489,0
6,39,5,3,22,4,1,60769,19,0
6,37,5,4,15,45,2,60770,117,0
6,75,1,13,22,35,3,60771,0,3290
6,37,1,22,10,10,5,60772,0,1980
6,37,1,28,9,45,4,60773,0,1808
6,37,1,28,19,15,4,60774,0,1980
6,15,1,31,21,40,7,60775,0,0
6,55,4,25,20,0,7,60776,0,3160
6,65,4,25,20,10,7,60777,0,0
6,67,4,25,23,47,7,60778,0,0
6,19,4,26,1,3,1,60779,211,1370
6,19,4,26,3,25,1,60780,0,1370
6,81,4,27,3,15,2,60781,0,0
6,69,4,28,21,40,3,60782,68,0
6,71,5,1,0,40,6,60783,0,0
6,107,5,1,1,40,6,60784,0,0
6,71,5,1,9,27,6,60785,0,115
6,97,5,1,10,38,6,60786,13,0
6,73,5,3,22,10,1,60787,0,4060
6,37,5,4,1,0,2,60788,0,0
6,39,5,4,23,20,2,60789,0,0
6,65,5,5,21,19,3,60790,0,1003
6,39,5,6,4,25,4,60791,13,0
6,71,5,4,16,35,2,60792,89,2550
6,65,5,4,16,45,2,60793,0,2276
6,103,5,4,22,15,2,60794,191,0
6,37,5,14,10,20,5,60795,0,1840
6,73,5,15,11,36,6,60796,0,3260
6,65,5,15,17,40,6,60797,0,3070
6,7,5,16,1,10,7,60798,0,0
6,71,5,16,3,40,7,60799,139,0
6,47,5,16,4,30,7,60800,344,0
6,19,5,16,4,55,7,60801,0,0
6,15,5,19,16,20,3,60802,271,0
6,57,5,1,15,38,6,60803,0,0
6,37,5,1,22,15,6,60804,0,3455
6,37,5,7,23,10,5,60805,0,1980
6,37,5,11,1,30,2,60806,0,1980
6,107,5,11,11,20,2,60807,0,0
6,19,5,11,13,24,2,60808,0,0
6,101,5,11,16,41,2,60809,67,0
6,37,5,12,11,16,3,60810,155,2749
6,19,5,12,12,10,3,60811,0,0
6,65,5,12,15,40,3,60812,0,0
6,107,5,18,15,50,2,60813,0,0
6,1,5,23,12,30,7,60814,126,1364
6,29,5,24,14,0,1,60815,0,0
6,71,5,25,1,55,2,60816,109,2550
6,65,5,25,10,0,2,60817,465,0
6,39,5,25,18,21,2,60818,0,2050
6,29,5,25,20,45,2,60819,552,1000
6,39,6,3,15,27,4,60820,0,0
6,19,6,3,16,34,4,60821,0,1370
6,37,6,3,18,40,4,60822,0,0
6,25,6,5,18,10,6,60823,0,0
6,37,5,7,99,99,5,60824,0,0
6,23,5,7,14,49,5,60825,0,130
6,7,5,16,14,20,7,60826,0,0
6,37,5,16,14,20,7,60827,564,0
6,29,5,16,16,27,7,60828,455,0
6,37,5,16,16,35,7,60829,0,0
6,79,5,16,21,5,7,60830,0,0
6,107,5,16,21,7,7,60831,0,4050
6,83,5,17,1,38,1,60832,0,3430
6,83,5,17,3,10,1,60833,0,0
6,71,5,17,6,10,1,60834,1048,0
6,1,5,17,14,16,1,60835,0,10
6,107,5,27,11,45,4,60836,0,0
6,71,5,27,12,0,4,60837,311,0
6,89,5,27,22,30,4,60838,0,2950
6,37,5,29,12,33,6,60839,0,720
6,53,5,30,10,35,7,60840,501,0
6,59,5,30,18,59,7,60841,0,4267
6,7,5,30,99,99,7,60842,0,0
6,71,5,31,9,15,1,60843,72,2550
6,65,6,1,11,25,2,60844,0,0
6,77,6,1,16,31,2,60845,0,3770
6,25,5,21,14,50,5,60846,0,0
6,5,5,21,16,45,5,60847,367,0
6,89,5,21,17,27,5,60848,0,2950
6,37,5,13,14,25,4,60849,0,1980
6,71,5,13,17,50,4,60850,0,3000
6,73,5,17,15,9,1,60851,0,2510
6,107,5,19,6,8,3,60852,0,4050
6,95,5,19,9,31,3,60853,0,1260
6,111,5,19,13,13,3,60854,0,4027
6,1,5,27,10,5,4,60855,0,0
6,73,6,1,22,27,2,60856,22,3260
6,37,6,2,0,1,3,60857,0,305
6,107,6,3,6,0,4,60858,0,0
6,37,6,5,16,40,6,60859,0,2645
6,37,6,7,4,59,1,60860,0,1980
6,109,5,9,13,15,7,60861,245,0
6,77,5,9,22,0,7,60862,0,0
6,75,5,10,1,40,1,60863,19,3290
6,71,5,10,8,48,1,60864,359,0
6,67,5,10,16,9,1,60865,0,3150
6,19,5,10,19,30,1,60866,83,0
6,65,5,11,4,50,2,60867,1242,0
6,71,5,11,13,32,2,60868,1448,0
6,59,5,11,20,6,2,60869,126,0
6,71,5,11,23,20,2,60870,1804,0
6,97,5,11,23,40,2,60871,167,0
6,7,5,12,4,41,3,60872,0,2600
6,71,5,13,2,10,4,60873,47,0
6,59,5,13,11,30,4,60874,199,1713
6,65,5,13,21,25,4,60875,0,0
6,107,5,14,17,40,5,60876,0,0
6,67,5,14,19,19,5,60877,0,0
6,53,5,14,19,50,5,60878,0,0
6,37,5,17,22,40,1,60879,0,1980
6,71,5,18,8,31,2,60880,0,3000
6,37,5,18,13,15,2,60881,0,1980
6,71,5,21,15,5,5,60882,848,0
6,65,5,20,23,5,4,60883,0,3070
6,1,5,22,7,17,6,60884,0,1364
6,39,5,22,21,10,6,60885,0,0
6,29,5,23,0,15,7,60886,0,0
6,27,5,24,12,30,1,60887,0,0
6,27,5,24,13,55,1,60888,629,0
6,37,2,2,16,53,2,60889,0,1430
6,65,2,24,19,57,3,60890,0,3070
6,57,4,29,13,40,4,60891,105,3900
6,59,5,9,7,30,7,60892,0,1713
6,53,5,9,23,36,7,60893,0,3180
6,73,5,19,1,20,3,60894,0,3260
6,29,6,5,21,0,6,60895,0,0
6,65,6,10,14,34,4,60896,0,3070
6,39,6,15,15,55,2,60897,0,0
6,29,6,16,21,2,3,60898,0,240
6,37,4,2,22,0,5,60899,0,1980
6,65,4,3,2,40,6,60900,428,3070
6,89,5,23,11,50,7,60901,0,0
6,77,5,23,21,56,7,60902,174,3770
6,73,5,31,20,30,1,60903,0,0
6,45,6,6,22,29,7,60904,608,1320
6,71,6,7,16,45,1,60905,0,0
6,1,6,8,17,15,2,60906,0,10
6,19,6,9,21,22,3,60907,0,1370
6,1,6,19,15,37,6,60908,0,3993
6,37,6,24,8,43,4,60909,0,1840
6,37,6,29,4,45,2,60910,0,1980
6,65,2,18,8,49,4,60911,205,1690
6,71,3,14,12,41,7,60912,0,3000
6,29,5,22,2,50,6,60913,689,0
6,19,5,22,17,14,6,60914,0,0
6,31,5,23,8,5,7,60915,161,0
6,73,5,23,11,39,7,60916,0,3260
6,107,6,5,20,45,6,60917,161,0
6,71,6,14,17,45,1,60918,447,4040
6,65,5,4,2,45,2,60919,1181,0
6,29,6,1,21,45,2,60920,0,0
6,71,6,3,21,12,4,60921,164,1305
6,29,6,6,20,7,7,60922,0,240
6,37,6,16,1,10,3,60923,0,1980
6,73,6,28,14,43,1,60924,0,3260
6,37,5,13,20,50,4,60925,0,1980
6,37,6,6,17,40,7,60926,0,0
6,37,6,6,19,1,7,60927,0,0
6,77,6,7,1,10,1,60928,0,3770
6,37,6,7,11,15,1,60929,0,1980
6,71,6,7,13,15,1,60930,1218,0
6,59,6,8,9,46,2,60931,0,1660
6,65,6,10,13,9,4,60932,0,3070
6,37,6,10,22,10,4,60933,0,1980
6,83,6,13,3,54,7,60934,0,0
6,37,6,13,17,10,7,60935,0,1980
6,59,6,13,22,48,7,60936,0,3960
6,43,6,14,8,15,1,60937,116,0
6,67,1,9,23,56,6,60938,0,3150
6,73,3,15,16,30,1,60939,269,0
6,73,3,18,21,29,4,60940,0,0
6,1,5,11,0,58,2,60941,0,10
6,57,5,12,8,45,3,60942,89,0
6,13,5,12,21,30,3,60943,408,0
6,65,5,16,7,0,7,60944,419,850
6,37,5,16,12,0,7,60945,195,1980
6,59,5,16,15,32,7,60946,65,880
6,41,5,17,4,15,1,60947,256,0
6,71,6,15,5,40,2,60948,1520,0
6,101,5,20,7,50,4,60949,226,0
6,71,5,20,15,57,4,60950,293,0
6,35,5,24,4,10,1,60951,249,0
6,85,6,15,2,50,2,60952,290,3340
6,73,5,23,0,24,7,60953,96,3260
6,73,3,30,18,41,2,60954,0,710
6,37,4,1,19,40,4,60955,0,804
6,1,5,18,4,32,2,60956,0,1560
6,73,5,22,2,15,6,60957,538,2510
6,21,6,2,10,55,3,60958,0,2590
6,67,6,3,23,30,4,60959,0,0
6,37,6,6,0,25,7,60960,0,0
6,21,6,7,18,0,1,60961,0,0
6,107,6,11,0,45,5,60962,140,0
6,85,6,12,22,37,6,60963,0,3340
6,67,6,23,19,33,3,60964,0,3150
6,37,1,14,8,45,4,60965,383,1980
6,99,1,22,20,40,5,60966,156,2200
6,59,1,24,20,36,7,60967,210,2400
6,65,1,24,16,55,7,60968,224,0
6,37,3,3,7,25,3,60969,521,2054
6,71,3,17,14,55,3,60970,0,4290
6,71,5,6,5,59,4,60971,187,3000
6,111,5,7,15,55,5,60972,0,0
6,19,5,10,15,24,1,60973,1,0
6,71,5,24,17,0,1,60974,0,0
6,37,5,28,6,50,5,60975,193,1980
6,59,5,29,11,40,6,60976,53,1410
6,37,5,29,13,1,6,60977,425,0
6,65,5,31,1,25,1,60978,0,0
6,47,5,31,9,0,1,60979,0,0
6,95,5,31,10,54,1,60980,0,1260
6,107,6,5,21,19,6,60981,0,4050
6,81,6,6,3,25,7,60982,58,2980
6,45,6,6,12,35,7,60983,6,0
6,107,6,6,17,8,7,60984,0,4050
6,73,6,7,14,2,1,60985,27,2340
6,83,6,7,19,40,1,60986,895,3460
6,107,6,13,21,15,7,60987,30,0
6,79,6,14,12,10,1,60988,648,0
6,71,6,14,14,10,1,60989,143,0
6,99,6,14,20,55,1,60990,335,0
6,71,6,20,16,47,7,60991,94,2550
6,85,6,20,17,32,7,60992,0,3340
6,77,6,20,19,1,7,60993,0,3770
6,71,6,21,11,10,1,60994,862,0
6,71,6,21,20,15,1,60995,13,2238
6,89,3,24,4,24,3,60996,455,0
6,55,3,27,19,11,6,60997,26,2330
6,89,3,29,10,5,1,60998,366,0
6,99,3,30,8,19,2,60999,60,0
6,65,4,7,16,20,3,61000,0,2730
6,37,4,8,10,48,4,61001,93,602
6,1,4,11,4,20,7,61002,3,1364
6,73,4,20,19,0,2,61003,0,3375
6,73,4,25,4,55,7,61004,26,3260
6,77,4,25,17,14,7,61005,268,0
6,77,4,26,18,56,1,61006,304,0
6,65,5,12,13,35,3,61007,129,250
6,67,6,2,0,15,3,61008,241,0
6,73,6,2,13,5,3,61009,0,3499
6,37,6,2,16,50,3,61010,282,1980
6,1,6,3,3,5,4,61011,48,1364
6,71,6,3,8,35,4,61012,725,0
6,65,6,3,16,35,4,61013,96,0
6,37,6,4,6,0,5,61014,0,1980
6,19,6,4,12,13,5,61015,0,0
6,13,6,5,14,30,6,61016,0,0
6,53,6,5,16,15,6,61017,827,0
6,19,6,5,17,17,6,61018,0,1370
6,57,6,7,8,40,1,61019,288,0
6,71,2,23,15,50,2,61020,1371,0
6,71,3,25,15,10,4,61021,53,0
6,71,3,27,22,29,6,61022,60,920
6,107,6,4,9,0,5,61023,72,0
6,1,6,15,4,8,2,61024,128,3993
6,79,6,15,11,45,2,61025,0,170
6,43,6,18,3,30,5,61026,398,0
6,97,6,17,10,20,4,61027,315,0
6,29,6,18,12,15,5,61028,340,0
6,33,6,22,11,55,2,61029,427,0
6,19,6,24,99,99,4,61030,0,0
6,37,6,25,2,30,5,61031,0,3470
6,37,6,26,11,0,6,61032,0,810
6,105,7,5,15,15,1,61033,220,0
6,59,6,10,0,9,4,61034,51,1660
6,71,6,12,5,27,6,61035,97,2550
6,27,6,13,15,40,7,61036,765,0
6,17,6,13,99,99,7,61037,0,0
6,107,6,14,4,15,1,61038,127,0
6,79,6,1,5,50,2,61039,431,0
6,107,6,19,11,35,6,61040,200,0
6,71,6,19,14,10,6,61041,19,2550
6,105,6,19,19,15,6,61042,0,0
6,85,6,20,1,35,7,61043,331,3440
6,77,6,20,5,50,7,61044,75,2070
6,37,6,22,17,25,2,61045,0,1980
6,29,6,24,19,25,4,61046,346,0
6,107,6,27,20,30,7,61047,0,0
6,61,6,27,21,55,7,61048,0,0
6,37,6,28,11,45,1,61049,0,1980
6,65,6,28,17,12,1,61050,0,2650
6,85,6,29,20,30,2,61051,0,3340
6,107,7,2,21,30,5,61052,0,0
6,29,7,3,19,50,6,61053,0,522
6,25,7,6,10,45,2,61054,723,0
6,83,1,7,18,45,4,61055,0,3430
6,25,1,11,11,35,1,61056,408,0
6,29,6,8,14,28,2,61057,0,240
6,37,6,14,11,15,1,61058,0,713
6,39,6,19,6,45,6,61059,173,0
6,79,6,19,15,4,6,61060,0,3370
6,37,6,19,16,25,6,61061,0,1980
6,75,6,20,16,23,7,61062,21,3290
6,7,1,1,1,45,5,61063,0,0
6,7,1,2,17,15,6,61064,8,0
6,29,1,3,1,44,7,61065,531,240
6,37,1,3,20,54,7,61066,0,1845
6,73,5,24,0,15,1,61067,0,3260
