STATE,MONTH,DAY,HOUR,MINUTE,DAY_WEEK,ST_CASE,LATITUDE,LONGITUD
1,1,1,7,30,4,10001,32.99277778,-86.71446944
1,1,1,15,50,4,10002,34.72076389,-85.93703333
1,1,5,12,19,1,10003,32.56153333,-85.96355833
1,1,4,7,50,7,10004,33.18450278,-85.36001944
1,1,1,19,30,4,10005,31.63844167,-86.78737778
1,1,11,16,20,7,10006,32.24908611,-86.09331111
1,1,4,18,0,7,10007,34.22475833,-86.82931944
1,1,12,7,5,1,10008,31.14998333,-85.87290278
1,1,8,9,0,4,10009,32.98358056,-87.79366111
1,1,9,14,43,5,10010,32.70209722,-88.14169722
1,1,11,6,50,7,10011,33.67965,-85.69808056
1,1,13,3,0,2,10012,33.58250833,-87.89813611
1,1,4,19,20,7,10013,33.74876389,-86.85873056
1,1,5,17,20,1,10014,32.13989167,-86.44307778
1,1,15,3,0,4,10015,30.450675,-88.168225
1,1,18,1,50,7,10016,30.70700556,-88.07974167
1,1,12,4,30,1,10017,30.65538056,-87.91400556
1,1,8,20,40,4,10018,30.52098889,-88.26903056
1,1,10,23,30,6,10019,30.76143333,-88.22469167
1,1,23,22,45,5,10020,31.01944722,-86.00619722
1,1,7,14,27,3,10021,32.8268,-85.17436111
1,1,24,19,55,6,10022,32.251425,-88.12615833
1,1,19,1,20,1,10023,30.67626111,-88.16954444
1,1,20,19,33,2,10024,34.17366389,-88.06355
1,1,29,14,30,4,10025,33.60311389,-86.30056944
1,1,30,14,53,5,10026,,
1,1,29,14,24,4,10027,33.28353889,-87.08374722
1,1,26,16,40,1,10028,33.65154444,-86.84558056
1,1,31,17,20,6,10029,33.82127778,-86.71978333
1,1,30,16,33,5,10030,33.73744167,-85.88203056
1,1,13,22,24,2,10031,31.798975,-85.98322222
1,1,14,17,55,3,10032,30.35546944,-87.72967222
1,1,7,7,15,3,10033,31.72745556,-87.91249722
1,1,25,23,26,7,10034,33.72698611,-87.85645
1,1,22,14,15,4,10035,32.37153333,-86.37507778
1,1,4,7,45,7,10036,33.13450278,-87.63868889
1,1,5,1,25,1,10037,33.17052778,-87.53979167
1,1,7,13,30,3,10038,32.37271111,-86.34931389
1,1,4,15,20,7,10039,32.32726389,-87.21306389
1,1,13,12,55,2,10040,32.34857778,-87.64145556
1,1,15,8,30,4,10041,34.65417222,-87.25534444
1,1,17,13,40,6,10042,34.22596111,-86.84701111
1,1,26,5,48,1,10043,34.92465556,-86.81959444
1,1,26,2,0,1,10044,32.030725,-86.55864722
1,1,23,2,10,5,10045,33.18432222,-87.34481111
1,1,23,5,0,5,10046,33.2828,-88.26166389
1,1,24,22,0,6,10047,32.57542778,-87.37038889
