STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,ST_CASE,CITY
9,5,7,11,12,32,90140,450
9,9,9,19,1,47,90141,370
9,1,9,17,17,16,90142,460
9,3,9,20,17,0,90143,420
9,3,5,19,8,56,90144,420
9,3,8,16,14,51,90145,435
9,1,7,26,21,34,90146,170
9,11,7,18,1,40,90147,260
9,1,7,24,2,32,90148,250
9,1,8,7,11,15,90149,510
9,3,8,15,1,15,90150,555
9,3,9,4,16,45,90151,823
9,1,4,6,15,18,90152,715
9,11,5,30,11,43,90153,710
9,1,9,19,3,6,90154,715
9,5,4,16,20,32,90155,33
9,5,7,8,11,56,90156,33
9,5,7,14,7,54,90157,261
9,1,7,28,19,31,90158,650
9,3,8,7,0,45,90159,225
9,1,8,2,21,24,90160,650
9,9,8,26,17,50,90161,825
9,9,9,16,13,50,90162,267
9,11,9,21,8,42,90163,811
9,5,8,11,23,19,90164,450
9,15,9,23,17,41,90165,550
9,15,9,10,10,12,90166,573
9,9,10,4,21,21,90167,810
9,1,10,7,7,46,90168,426
9,9,10,16,2,15,90169,222
9,1,10,16,11,16,90170,387
9,15,8,12,15,12,90171,843
9,15,10,18,10,4,90172,108
9,13,10,21,13,17,90173,156
9,1,10,22,0,1,90174,235
9,9,10,24,16,21,90175,370
9,5,10,21,8,24,90176,491
9,1,10,30,1,34,90177,700
9,7,10,30,1,39,90178,160
9,3,11,5,1,5,90179,420
9,7,11,6,2,47,90180,217
9,3,7,31,2,3,90181,46
9,3,8,24,16,43,90182,46
9,3,9,3,23,50,90183,46
9,7,11,12,16,49,90184,380
9,9,11,13,6,49,90185,810
9,15,11,13,11,57,90186,843
9,3,9,8,8,44,90187,435
9,13,11,15,19,34,90188,713
9,3,11,10,6,2,90189,280
9,9,11,9,21,28,90190,810
9,15,6,6,1,32,90191,550
9,1,8,29,17,9,90192,170
9,5,8,31,10,16,90193,760
9,1,10,26,6,56,90194,170
9,7,11,27,2,14,90195,266
9,9,11,4,18,28,90196,825
9,3,7,1,23,15,90197,630
9,13,7,29,9,20,90198,756
9,3,9,18,19,30,90199,686
9,1,9,24,1,28,90200,460
9,9,10,11,16,2,90201,790
9,9,10,20,17,40,90202,810
9,3,12,1,0,50,90203,280
9,9,9,10,0,27,90204,360
9,9,12,5,2,12,90205,430
9,3,12,15,19,40,90206,89
9,1,10,7,7,48,90207,715
9,1,10,13,22,50,90208,715
9,1,8,2,10,53,90209,510
9,9,8,14,5,56,90210,430
9,1,8,21,16,8,90211,256
9,1,9,24,16,34,90212,235
9,1,10,13,6,30,90213,80
9,9,11,2,14,37,90214,430
9,3,10,24,2,3,90215,555
9,9,10,24,2,99,90216,810
9,9,10,28,19,53,90217,385
9,9,10,29,19,45,90218,810
9,9,11,6,22,43,90219,385
9,3,11,17,2,4,90220,90
9,1,12,6,16,14,90221,256
9,11,12,5,4,34,90222,349
9,5,12,17,12,7,90223,326
9,9,12,13,16,41,90224,430
9,15,12,19,0,15,90225,573
9,13,12,20,9,50,90226,7
9,11,12,22,6,45,90227,263
9,1,12,24,15,28,90228,80
9,3,10,9,19,1,90229,435
9,9,12,25,16,45,90230,810
9,7,12,27,12,16,90231,380
9,11,12,29,16,2,90232,219
9,1,6,16,14,4,90233,426
9,3,6,10,20,31,90234,280
9,3,7,7,17,43,90235,686
9,9,9,13,19,38,90236,810
9,1,6,12,5,51,90237,765
9,9,8,13,2,11,90238,538
9,9,9,29,4,14,90239,385
9,9,12,24,17,3,90240,810
9,7,9,18,0,46,90241,160
9,9,8,13,23,2,90242,370
9,9,11,26,16,41,90243,825
9,3,11,19,19,16,90244,630
9,1,8,30,12,43,90245,80
9,9,12,25,18,22,90246,810
9,5,12,4,3,4,90247,857
9,3,9,30,14,41,90248,90
9,1,9,25,19,18,90249,170
9,9,11,1,17,6,90250,10
9,9,10,29,0,57,90251,538
9,1,12,13,11,42,90252,256
9,1,11,30,14,2,90253,610
9,3,11,5,15,18,90254,555
9,11,9,4,23,0,90255,440
9,9,10,24,18,19,90256,370
9,3,12,16,6,37,90257,225
9,3,10,31,16,46,90258,280
9,9,7,30,15,29,90259,430
9,3,11,15,17,35,90260,280
9,5,11,11,18,49,90261,850
9,9,12,25,21,6,90262,385
9,9,8,15,18,47,90263,430
9,9,9,14,9,41,90264,430
9,9,10,3,22,22,90265,430
9,9,10,23,7,0,90266,430
9,9,11,21,17,57,90267,430
9,9,7,5,0,11,90268,825
9,9,8,6,21,23,90269,430
9,9,9,20,13,34,90270,430
10,3,1,5,7,35,100001,0
10,5,1,7,21,50,100003,260
10,1,1,11,19,40,100004,0
10,1,1,16,2,20,100005,0
10,1,1,20,7,6,100006,0
10,1,1,23,6,0,100007,0
10,1,1,20,14,25,100008,0
10,3,2,1,18,8,100009,490
10,5,2,4,19,0,100010,0
10,1,2,4,22,2,100011,0
10,5,2,5,18,50,100012,0
10,5,2,10,8,30,100013,0
10,3,2,14,23,55,100014,0
10,5,2,18,0,20,100015,0
10,3,2,21,21,40,100016,0
10,5,2,23,20,56,100017,0
10,3,2,23,8,40,100018,0
10,3,2,25,12,15,100019,0
10,3,2,26,0,16,100020,0
10,3,2,27,16,4,100021,0
10,5,2,28,20,5,100022,0
10,5,3,1,21,55,100023,0
10,3,3,8,1,55,100024,0
10,3,3,8,14,50,100025,0
10,1,3,17,7,15,100026,130
10,3,3,17,14,27,100027,0
10,5,3,21,16,0,100029,0
10,3,3,22,21,59,100030,0
10,3,3,26,15,40,100031,490
10,3,3,27,22,50,100032,0
10,3,4,3,23,33,100033,0
10,3,4,7,16,55,100034,0
10,5,4,12,19,8,100035,0
10,3,4,14,21,6,100036,0
10,5,4,18,1,20,100037,0
10,5,4,19,20,5,100038,0
10,3,4,25,14,55,100039,0
10,5,5,2,19,0,100040,0
10,5,2,12,21,0,100041,420
10,3,5,11,23,30,100042,0
10,1,5,10,12,35,100043,0
10,3,5,24,0,25,100044,0
10,1,6,4,5,27,100045,130
10,5,5,31,12,0,100046,0
10,3,6,13,1,30,100047,0
10,1,6,19,21,33,100048,0
10,3,6,21,12,45,100049,0
10,5,6,23,19,30,100050,0
10,3,7,1,5,0,100051,0
10,5,7,2,14,40,100052,0
10,3,7,3,15,6,100053,0
10,5,7,4,22,20,100054,0
10,3,7,7,6,10,100055,0
10,3,7,8,19,56,100056,0
10,5,7,10,6,40,100057,0
10,3,7,13,21,5,100058,360
10,3,7,15,0,5,100059,360
10,3,7,16,0,15,100060,0
10,3,8,7,17,28,100061,0
10,3,8,14,19,25,100062,0
10,3,8,13,21,45,100063,0
10,5,8,12,10,35,100064,0
10,3,8,17,18,23,100065,0
10,3,8,26,18,25,100066,0
10,5,8,23,22,20,100067,0
10,3,9,7,4,57,100068,0
10,3,8,29,17,51,100069,0
10,3,9,6,9,30,100070,0
10,5,9,9,20,0,100071,0
10,5,9,15,2,13,100072,0
10,3,9,15,18,57,100073,0
10,3,9,8,23,40,100074,0
10,3,9,24,17,3,100075,0
10,3,9,28,14,20,100076,0
10,3,10,2,3,25,100077,0
10,5,10,8,10,0,100078,330
10,3,10,16,19,50,100079,0
10,3,10,31,8,53,100080,0
10,3,11,5,2,35,100081,0
10,3,11,13,11,50,100082,0
10,1,12,5,20,28,100083,0
10,3,11,24,17,6,100084,0
10,3,11,21,7,5,100085,0
10,3,12,2,6,19,100086,0
10,1,12,11,3,0,100087,0
10,5,12,3,20,34,100088,0
10,5,12,10,22,10,100089,0
10,1,12,9,2,20,100090,0
10,3,12,21,11,40,100091,0
10,1,12,30,9,50,100092,0
10,3,12,30,10,10,100093,0
11,1,1,2,3,0,110001,10
11,1,1,9,17,30,110002,10
11,1,1,28,19,23,110003,10
11,1,1,31,2,45,110004,10
11,1,1,30,4,0,110005,10
11,1,2,13,16,0,110006,10
11,1,2,20,17,35,110008,10
11,1,2,27,7,20,110009,10
11,1,3,2,22,15,110010,10
11,1,3,5,0,1,110011,10
11,1,3,2,2,5,110012,10
11,1,4,14,16,24,110013,10
11,1,4,14,21,10,110014,10
11,1,5,7,0,19,110015,10
11,1,5,15,11,27,110016,10
11,1,5,25,23,45,110017,10
11,1,6,7,23,0,110018,10
11,1,6,12,4,30,110019,10
11,1,6,22,22,0,110020,10
11,1,6,26,21,5,110021,10
11,1,7,22,2,30,110022,10
11,1,7,25,7,20,110023,10
11,1,7,16,22,5,110024,10
11,1,8,6,22,47,110025,10
11,1,8,21,9,10,110026,10
11,1,9,7,7,50,110027,10
11,1,9,7,15,25,110028,10
11,1,9,12,2,35,110029,10
11,1,10,27,6,0,110030,10
11,1,11,4,9,14,110031,10
11,1,11,7,1,50,110032,10
11,1,11,9,20,30,110033,10
11,1,11,16,20,20,110034,10
11,1,12,8,3,42,110035,10
11,1,12,19,3,46,110036,10
11,1,12,30,12,15,110037,10
11,1,10,7,23,40,110038,10
11,1,3,29,6,25,110039,10
11,1,4,3,19,0,110040,10
11,1,4,5,12,5,110041,10
12,25,1,1,3,3,120001,0
12,43,1,1,4,30,120002,0
12,105,1,1,19,24,120003,1270
12,107,1,1,2,5,120004,0
12,99,1,1,18,29,120005,0
12,105,1,1,2,0,120006,0
12,11,1,2,3,58,120007,1050
12,23,1,2,22,50,120008,0
12,127,1,2,21,10,120009,0
12,49,1,2,13,20,120010,0
12,99,1,2,17,55,120011,0
12,99,1,2,19,35,120012,2430
12,99,1,2,18,47,120013,3190
12,31,1,3,15,30,120014,1510
12,119,1,3,16,50,120015,0
12,95,1,3,23,18,120016,0
12,71,1,3,1,18,120017,0
12,99,1,3,20,35,120018,0
12,57,1,4,15,20,120019,0
12,25,1,4,6,48,120020,0
12,25,1,4,10,35,120021,0
12,9,1,4,12,5,120022,0
12,99,1,6,18,32,120023,0
12,71,1,6,6,30,120024,0
12,101,1,6,15,0,120025,1409
12,11,1,6,15,13,120026,1420
12,9,1,7,2,21,120027,1990
12,39,1,7,11,20,120028,0
12,93,1,7,99,99,120029,0
12,105,1,7,18,20,120030,0
12,31,1,8,17,25,120031,1510
12,25,1,8,13,28,120032,0
12,17,1,8,12,10,120033,0
12,63,1,8,16,30,120034,0
12,55,1,8,2,0,120035,0
12,103,1,8,22,40,120036,2730
12,11,1,8,20,25,120037,2948
12,101,1,9,0,20,120038,0
12,15,1,9,13,57,120039,0
12,89,1,9,3,30,120040,0
12,99,1,9,14,5,120041,0
12,31,1,9,23,20,120042,1510
12,25,1,10,6,12,120043,0
12,103,1,10,5,26,120044,1770
12,83,1,10,12,25,120045,0
12,99,1,10,9,35,120046,0
12,1,1,10,23,20,120047,0
12,19,1,10,15,55,120048,0
12,31,1,12,9,38,120049,1510
12,31,1,12,13,22,120050,1510
12,87,1,12,0,30,120051,0
12,75,1,11,14,55,120052,0
12,99,1,11,16,35,120053,330
12,57,1,11,11,20,120054,0
12,95,1,11,22,15,120055,0
12,31,1,11,19,15,120056,1510
12,31,1,13,17,20,120057,1510
12,99,1,13,3,17,120058,3190
12,111,1,13,6,15,120059,0
12,55,1,13,15,35,120060,0
12,105,1,13,18,35,120061,3300
12,57,1,13,15,15,120062,2540
12,127,1,14,21,10,120063,0
12,127,1,14,0,10,120064,0
12,25,1,14,17,55,120065,2010
12,95,1,14,6,20,120066,0
12,71,1,14,12,13,120067,0
12,109,1,14,6,25,120068,0
12,11,1,15,19,51,120069,760
12,91,1,15,5,45,120070,0
12,31,1,15,18,9,120071,1510
12,99,1,15,21,50,120072,2674
12,71,1,15,17,15,120073,1070
12,95,1,15,19,27,120074,0
12,85,1,16,4,48,120075,0
12,85,1,16,20,5,120076,0
12,9,1,16,6,7,120077,1990
12,25,1,16,18,15,120078,0
12,33,1,15,22,45,120079,0
12,101,1,16,13,48,120080,750
12,127,1,16,17,0,120081,0
12,105,1,16,19,50,120082,0
12,83,1,16,15,50,120083,0
12,97,1,16,5,50,120084,0
12,11,1,16,3,37,120085,2570
12,99,1,16,18,9,120086,0
12,101,1,16,4,45,120087,0
12,57,1,16,19,0,120088,0
12,25,1,17,1,20,120089,0
12,133,1,17,4,30,120090,0
12,25,1,17,6,38,120091,2020
12,25,1,17,7,30,120092,1440
12,51,1,17,20,30,120093,0
12,95,1,17,19,35,120094,0
12,109,1,17,14,55,120095,0
12,107,1,17,22,35,120096,0
12,55,1,17,14,45,120097,0
12,11,1,17,4,31,120098,1420
12,25,1,18,11,7,120099,0
12,7,1,18,18,0,120100,0
12,103,1,18,22,36,120101,570
12,105,1,1,10,37,120102,1690
12,25,1,18,5,25,120103,0
12,25,1,18,8,40,120104,0
12,95,1,18,16,53,120105,0
12,71,1,18,3,32,120106,1070
12,95,1,18,9,40,120107,0
12,55,1,18,21,0,120108,0
12,91,1,18,15,10,120109,0
12,71,1,18,18,22,120110,1070
12,103,1,18,10,42,120111,570
12,57,1,18,12,0,120112,0
12,57,1,11,15,20,120113,0
12,57,1,19,0,2,120114,0
12,71,1,19,9,30,120115,0
12,69,1,19,14,22,120116,0
12,95,1,19,17,40,120117,0
12,35,1,20,6,40,120118,2439
12,53,1,20,10,45,120119,0
12,87,1,20,17,25,120120,1568
12,61,1,20,18,50,120121,0
12,85,1,20,19,5,120122,0
12,39,1,20,19,34,120123,0
12,105,1,21,21,10,120124,0
12,35,1,21,18,35,120125,0
12,101,1,21,20,23,120126,0
12,103,1,21,14,35,120127,2730
12,25,1,21,15,30,120128,2220
12,37,1,21,11,5,120129,0
12,57,1,22,16,18,120130,0
12,11,1,22,22,43,120131,2468
12,97,1,22,18,30,120132,0
12,119,1,22,15,50,120133,0
12,119,1,22,21,40,120134,0
12,57,1,22,19,0,120135,0
12,53,1,22,15,0,120136,0
12,57,1,22,21,5,120137,0
12,25,1,22,23,20,120138,0
12,25,1,23,22,15,120139,2010
12,115,1,23,6,20,120140,0
12,97,1,23,15,45,120141,0
12,17,1,23,19,30,120142,0
12,95,1,23,18,22,120143,0
12,1,1,23,0,23,120144,0
12,21,1,24,2,0,120145,0
12,99,1,24,0,1,120146,3190
12,33,1,24,22,15,120147,453
12,31,1,24,8,45,120148,1510
12,117,1,24,23,7,120149,1705
12,95,1,24,12,7,120150,2360
12,97,1,24,23,30,120151,0
12,9,1,24,9,40,120152,0
12,95,1,24,19,0,120153,0
12,57,1,24,0,55,120154,0
12,25,1,10,3,5,120155,0
12,25,1,15,6,55,120156,0
12,11,1,19,18,33,120157,2260
12,105,1,24,21,15,120158,0
12,61,1,25,15,38,120159,0
12,11,1,25,23,22,120160,2541
12,9,1,25,13,52,120161,3000
12,11,1,25,12,15,120162,1050
12,83,1,25,16,25,120163,2907
12,31,1,26,0,24,120164,1510
12,99,1,26,19,32,120165,0
12,15,1,26,8,45,120166,0
12,25,1,26,18,45,120167,2010
12,103,1,27,21,15,120168,2730
12,63,1,27,8,13,120169,1930
12,25,1,27,10,0,120170,2010
12,109,1,27,1,0,120171,0
12,95,1,27,21,25,120172,0
12,105,1,29,23,12,120173,0
12,25,1,29,6,7,120174,2230
12,57,1,29,17,20,120175,0
12,103,1,29,20,10,120176,0
12,83,1,30,13,0,120177,2270
12,69,1,30,18,51,120178,1820
12,9,1,30,12,17,120179,1990
12,31,1,30,99,99,120180,1510
12,25,1,30,6,37,120181,0
12,25,1,30,3,20,120182,0
12,69,1,26,10,20,120183,2970
12,101,1,31,13,31,120184,2590
12,57,1,30,20,15,120185,0
12,91,1,30,22,42,120186,0
12,95,1,30,14,20,120187,0
12,57,1,31,3,10,120188,0
12,11,1,31,22,6,120189,672
12,105,1,31,17,45,120190,0
12,105,1,31,2,45,120191,0
12,11,1,31,21,27,120192,633
12,91,1,31,5,18,120193,0
12,5,1,31,14,0,120194,0
12,25,1,31,7,20,120195,1340
12,127,1,31,13,10,120196,0
12,117,1,31,15,40,120197,0
12,97,1,8,0,50,120198,0
12,25,1,21,18,23,120199,1340
12,111,1,14,8,20,120200,2601
12,111,1,22,9,38,120201,2601
12,57,1,28,10,55,120202,0
12,11,2,1,9,42,120203,2570
12,31,2,1,23,15,120204,1510
12,43,2,1,12,55,120205,0
12,101,2,1,6,57,120206,0
12,123,2,1,13,35,120207,0
12,95,2,1,19,5,120208,0
12,117,2,1,17,20,120209,0
12,127,2,2,10,48,120210,2340
12,111,2,1,22,24,120211,1080
12,83,2,1,17,35,120212,0
12,111,2,2,0,40,120213,1080
12,9,2,3,2,56,120214,0
12,117,2,3,4,31,120215,1705
12,57,2,3,23,55,120216,0
12,11,2,4,14,7,120217,2948
12,71,2,4,21,15,120218,0
12,57,2,4,22,55,120219,0
12,81,2,4,23,5,120220,0
12,11,2,5,0,56,120221,771
12,25,2,5,9,25,120222,0
12,71,2,6,1,27,120223,0
12,119,2,6,9,5,120224,0
12,11,2,6,11,0,120225,0
12,57,2,6,11,0,120226,0
12,83,2,6,19,5,120227,0
12,119,2,6,22,10,120228,0
12,117,1,31,14,0,120229,0
12,25,2,2,0,50,120230,0
12,71,1,2,12,2,120231,0
12,101,1,4,21,5,120232,1755
12,71,1,22,12,12,120233,0
12,83,2,4,6,45,120234,220
12,5,2,7,0,45,120235,0
12,31,2,7,3,15,120236,1510
12,127,2,7,15,8,120237,2580
12,127,2,7,13,2,120238,0
12,127,2,7,21,25,120239,0
12,71,2,7,9,20,120240,312
12,57,2,7,17,22,120241,2950
12,129,2,8,23,35,120242,0
12,71,2,8,21,57,120243,0
12,127,2,8,14,46,120244,2375
12,33,1,20,19,48,120245,0
12,31,1,30,18,50,120246,1510
12,75,2,8,17,50,120247,0
12,29,2,8,6,18,120248,0
12,11,2,8,18,47,120249,1420
12,5,2,8,22,5,120250,0
12,101,2,9,10,45,120251,0
12,71,2,9,21,20,120252,0
12,57,2,9,12,20,120253,0
12,105,2,9,7,12,120254,1690
12,117,2,9,8,9,120255,0
12,11,2,9,7,39,120256,0
12,55,1,2,10,5,120257,1730
12,25,1,15,16,55,120258,2020
12,49,1,16,21,21,120259,3120
12,25,1,26,8,58,120260,0
12,99,1,27,16,40,120261,330
12,71,2,8,2,19,120262,1070
12,5,2,9,19,0,120263,2451
12,83,2,10,16,0,120264,0
12,127,2,10,19,18,120265,1410
12,11,2,10,18,40,120266,790
12,99,2,10,15,45,120267,0
12,5,2,10,21,0,120268,0
12,11,1,5,7,45,120269,790
12,103,1,5,10,0,120270,1250
12,25,1,9,18,40,120271,0
12,95,1,8,8,43,120272,2290
12,21,1,9,15,21,120273,0
12,99,1,12,17,42,120274,3190
12,127,1,12,7,50,120275,825
12,21,1,16,7,0,120276,0
12,99,1,18,12,12,120277,0
12,99,1,19,18,59,120278,330
12,19,1,20,11,20,120279,0
12,25,1,21,19,0,120280,0
12,99,1,28,20,47,120281,290
12,65,1,29,15,15,120282,0
12,103,1,29,5,49,120283,2730
12,105,1,30,5,20,120284,0
12,83,2,11,20,5,120285,0
12,35,2,11,0,35,120286,0
12,55,2,12,8,5,120287,0
12,31,2,12,19,45,120288,1510
12,99,2,12,10,0,120289,0
12,111,2,12,19,40,120290,0
12,111,2,12,16,45,120291,0
12,99,2,12,7,25,120292,2410
12,105,2,12,14,10,120293,1690
12,83,2,12,8,58,120294,3135
12,25,2,12,12,54,120295,2010
12,101,2,12,14,24,120296,0
12,25,2,12,23,45,120297,1340
12,103,2,13,0,13,120298,1770
12,99,2,13,0,15,120299,0
12,105,2,13,17,0,120300,0
12,31,2,13,19,34,120301,1510
12,81,2,13,20,19,120302,0
12,57,2,14,1,13,120303,0
12,57,2,14,99,99,120304,0
12,53,2,14,1,50,120305,0
12,99,2,14,4,27,120306,290
12,101,2,14,6,0,120307,0
12,115,2,14,7,5,120308,2235
12,95,2,14,17,45,120309,2360
12,25,2,14,18,0,120310,2025
12,11,2,14,18,35,120311,2916
12,5,2,14,20,20,120312,0
12,99,2,15,16,14,120313,3190
12,41,2,15,11,45,120314,0
12,103,2,15,19,35,120315,570
12,101,2,15,11,20,120316,0
12,85,2,17,15,51,120317,0
12,57,2,17,9,45,120318,0
12,107,2,17,19,30,120319,0
12,5,2,17,21,20,120320,0
12,11,2,18,17,30,120321,771
12,43,2,18,14,15,120322,0
12,47,2,21,99,99,120323,0
12,11,2,21,4,0,120324,0
12,99,2,21,20,30,120325,0
12,25,2,17,23,45,120326,0
12,25,2,17,18,50,120327,0
12,31,2,18,10,47,120328,1510
12,11,2,18,20,30,120329,771
12,75,2,19,5,55,120330,0
12,11,2,19,21,4,120331,760
12,31,2,19,15,35,120332,1510
12,9,2,19,19,10,120333,0
12,83,2,19,6,30,120334,0
12,127,2,19,19,25,120335,0
12,9,2,19,17,5,120336,0
12,25,2,19,14,35,120337,0
12,95,2,19,13,45,120338,0
12,115,2,20,17,10,120339,3050
12,105,2,20,22,25,120340,160
12,9,2,20,13,43,120341,1990
12,51,2,20,18,20,120342,0
12,131,2,20,0,2,120343,0
12,91,2,20,6,15,120344,0
12,117,2,20,23,19,120345,480
12,99,2,24,17,18,120346,0
12,109,2,24,18,33,120347,0
12,55,2,24,1,55,120348,0
12,87,2,24,7,28,120349,0
12,25,2,24,8,12,120350,2010
12,69,2,25,6,20,120351,0
12,105,2,25,2,30,120352,0
12,25,2,25,19,35,120353,0
12,25,2,25,6,0,120354,0
12,113,2,25,20,0,120355,0
12,105,1,15,6,40,120356,0
12,57,2,21,3,45,120357,0
12,109,2,21,22,45,120358,0
12,31,2,21,12,25,120359,1510
12,127,2,21,8,45,120360,0
12,113,2,22,0,5,120361,0
12,11,2,22,18,22,120362,2570
12,99,2,23,20,15,120363,0
12,95,2,26,1,0,120364,0
12,27,2,26,7,15,120365,0
12,83,2,26,17,0,120366,0
12,11,2,26,20,15,120367,1050
12,63,2,26,18,30,120368,0
12,85,2,26,17,25,120369,0
12,81,2,26,18,32,120370,340
12,115,2,27,23,5,120371,0
12,81,2,26,7,10,120372,0
12,25,2,27,2,59,120373,0
12,53,2,27,19,13,120374,0
12,11,2,27,7,19,120375,633
12,61,2,27,6,30,120376,0
12,99,2,27,22,0,120377,0
12,15,3,1,12,55,120378,0
12,31,2,28,16,35,120379,1510
12,25,2,28,5,50,120380,0
12,81,2,28,13,45,120381,0
12,103,3,1,7,2,120382,2445
12,103,2,11,19,10,120383,2730
12,25,3,6,4,20,120384,0
12,25,3,1,0,15,120385,2330
12,105,3,1,16,57,120386,1740
12,95,3,1,7,25,120387,0
12,57,3,1,18,25,120388,2950
12,35,3,6,14,20,120389,0
12,25,3,6,23,22,120390,0
12,11,3,6,19,30,120391,1927
12,95,3,6,0,6,120392,0
12,35,3,2,13,30,120393,0
12,25,3,2,9,27,120394,2030
12,11,3,2,17,50,120395,0
12,81,3,2,19,15,120396,0
12,127,3,3,3,0,120397,0
12,105,3,3,4,4,120398,0
12,127,3,3,9,13,120399,780
12,21,3,3,14,30,120400,0
12,103,3,3,20,40,120401,0
12,89,3,3,23,15,120402,0
12,9,3,3,13,20,120403,2670
12,53,3,3,23,50,120404,0
12,33,3,6,19,15,120405,3192
12,99,3,6,6,5,120406,0
12,101,3,6,16,23,120407,0
12,105,3,6,3,45,120408,0
12,83,3,7,24,0,120409,0
12,103,3,7,19,5,120410,2310
12,85,3,7,17,35,120411,0
12,101,3,7,19,52,120412,750
12,73,3,7,10,55,120413,0
12,69,3,7,20,5,120414,0
12,127,3,4,0,29,120415,0
12,9,3,4,3,28,120416,620
12,127,3,4,10,47,120417,780
12,81,3,4,12,17,120418,0
12,11,3,4,12,54,120419,0
12,127,3,4,14,53,120420,780
12,99,3,4,19,9,120421,820
12,63,3,5,15,10,120422,2830
12,99,3,5,17,0,120423,0
12,25,3,5,23,25,120424,0
12,11,3,5,22,49,120425,2260
12,25,3,5,19,5,120426,0
12,57,3,5,23,5,120427,2950
12,25,3,5,17,48,120428,0
12,127,3,5,22,45,120429,0
12,99,3,5,20,10,120430,0
12,103,3,5,10,42,120431,2730
12,35,3,5,13,40,120432,0
12,23,3,5,13,15,120433,0
12,81,3,8,10,15,120434,0
12,57,3,8,1,5,120435,0
12,55,3,8,20,50,120436,0
12,15,3,8,8,15,120437,0
12,27,3,9,16,18,120438,0
12,1,3,9,4,38,120439,1130
12,99,3,9,10,55,120440,0
12,11,3,9,6,0,120441,0
12,1,3,10,2,4,120442,1130
12,105,3,10,16,0,120443,0
12,109,3,10,0,55,120444,0
12,53,3,10,3,35,120445,0
12,83,3,10,17,0,120446,0
12,31,3,10,18,35,120447,1510
12,15,3,10,18,50,120448,0
12,25,3,10,19,30,120449,2010
12,105,3,11,5,45,120450,0
12,99,3,11,14,0,120451,0
12,99,3,11,10,24,120452,0
12,35,3,11,23,30,120453,0
12,89,3,11,20,46,120454,0
12,95,3,11,0,55,120455,0
12,73,3,12,1,9,120456,2940
12,127,3,12,18,25,120457,0
12,25,3,12,21,20,120458,2010
12,97,3,12,18,42,120459,0
12,25,3,13,4,49,120460,0
12,25,3,15,23,54,120461,0
12,95,3,11,19,33,120462,0
12,71,3,11,17,56,120463,0
12,25,3,14,23,43,120464,1340
12,1,3,14,10,35,120465,0
12,127,3,13,12,49,120466,780
12,21,3,13,4,20,120467,0
12,103,3,13,17,50,120468,0
12,25,3,13,3,40,120469,2010
12,57,3,13,23,0,120470,0
12,103,3,14,20,50,120471,1770
12,99,3,13,5,25,120472,3190
12,79,3,13,18,15,120473,0
12,11,3,13,23,53,120474,1420
12,85,3,13,21,23,120475,2900
12,25,3,14,2,40,120476,0
12,99,3,14,19,5,120477,1560
12,11,3,14,16,15,120478,672
12,103,3,15,10,25,120479,2730
12,11,3,3,0,15,120480,2948
12,99,3,15,15,10,120481,820
12,95,3,16,18,15,120482,0
12,99,3,16,17,23,120483,290
12,101,3,17,11,54,120484,0
12,105,3,17,2,45,120485,0
12,99,3,17,0,35,120486,820
12,105,3,17,7,57,120487,0
12,57,3,17,20,30,120488,0
12,11,3,17,19,10,120489,2570
12,81,3,17,23,45,120490,0
12,87,3,17,17,15,120491,1505
12,25,3,18,9,39,120492,0
12,11,3,18,2,10,120493,2468
12,71,3,18,15,56,120494,0
12,31,3,18,18,20,120495,1510
12,75,3,18,5,55,120496,0
12,109,3,18,20,40,120497,0
12,95,3,15,21,11,120498,2360
12,25,3,15,17,26,120499,1340
12,93,3,15,5,15,120500,0
12,57,3,15,23,5,120501,0
12,63,3,15,20,35,120502,0
12,9,3,16,15,20,120503,2005
12,17,3,16,20,44,120504,1500
12,1,3,19,0,1,120505,0
12,123,3,19,6,0,120506,0
12,39,3,19,12,46,120507,0
12,117,3,19,6,46,120508,1840
12,105,3,18,20,55,120509,0
12,69,3,19,16,30,120510,0
12,127,3,19,18,50,120511,810
12,25,3,19,19,17,120512,2010
12,91,3,19,20,55,120513,0
12,69,3,19,21,2,120514,0
12,113,3,19,21,15,120515,0
12,11,3,19,22,25,120516,2468
12,95,3,19,22,42,120517,70
12,61,1,19,10,36,120518,0
12,69,3,20,99,99,120519,0
12,69,3,20,9,5,120520,0
12,31,3,20,22,20,120521,1510
12,123,3,20,19,0,120522,0
12,131,3,20,21,25,120523,1108
12,95,3,20,1,50,120524,0
12,99,3,20,14,53,120525,0
12,101,3,20,16,15,120526,0
12,71,3,20,22,50,120527,0
12,115,3,20,22,30,120528,0
12,9,3,21,16,30,120529,0
12,111,3,21,22,55,120530,0
12,85,3,21,19,50,120531,1552
12,103,3,21,2,30,120532,2730
12,11,3,21,6,0,120533,0
12,133,3,21,11,10,120534,0
12,95,3,21,0,1,120535,0
12,95,3,21,1,50,120536,0
12,103,3,22,17,20,120537,0
12,103,3,22,21,10,120538,0
12,25,3,22,9,0,120539,0
12,121,3,23,9,0,120540,0
12,49,3,23,6,20,120541,0
12,21,3,23,18,55,120542,0
12,25,3,23,15,20,120543,0
12,31,3,23,11,25,120544,1510
12,101,3,23,11,30,120545,0
12,117,1,23,17,38,120546,30
12,125,2,26,17,10,120547,0
12,99,2,28,17,33,120548,330
12,25,2,28,21,20,120549,0
12,81,2,27,8,13,120550,340
