STATE,ST_CASE,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD
1,10097,860,16,3,2010,3,17,16,30.67776944,-87.98653611
1,10098,2136,23,3,2010,3,2,11,33.58479167,-86.50296111
1,10099,0,1,3,2010,2,0,35,33.13769444,-87.64694167
1,10100,1110,4,3,2010,5,5,53,33.47755833,-86.92650556
1,10101,0,5,3,2010,6,3,0,34.51023056,-86.60039722
1,10102,0,5,3,2010,6,17,53,33.94765,-86.66964722
1,10103,0,7,3,2010,1,9,0,31.11272222,-87.63730556
1,10104,0,8,3,2010,2,12,55,32.53660278,-85.08393889
1,10105,0,8,3,2010,2,10,25,33.15569167,-85.30783611
1,10106,890,11,4,2010,1,17,20,34.52496389,-86.98576944
1,10107,610,13,4,2010,3,20,48,34.22063889,-85.59632222
1,10108,2545,15,4,2010,5,14,25,34.49039444,-86.83872778
1,10109,0,13,4,2010,3,1,15,33.61486944,-85.74397778
1,10110,0,15,1,2010,6,8,45,33.5168,-87.04959167
1,10111,0,17,1,2010,1,0,40,33.32699722,-86.90885
1,10112,2136,24,1,2010,1,0,0,33.55803056,-86.50056944
1,10113,270,19,2,2010,6,19,16,34.27760833,-87.69914722
1,10114,2100,1,3,2010,2,20,0,30.687425,-88.04191389
1,10115,1030,3,3,2010,4,15,16,31.29174722,-85.84850833
1,10117,2100,15,3,2010,2,0,50,30.65559167,-88.14048056
1,10118,1460,5,3,2010,6,14,9,31.84843333,-86.640225
1,10119,400,6,3,2010,7,2,40,34.19097222,-86.15076667
1,10120,350,7,3,2010,1,18,5,33.45003056,-86.89966111
1,10121,1716,15,3,2010,2,19,49,33.406675,-86.88198333
1,10122,2100,18,3,2010,5,6,34,30.70381389,-88.12374167
1,10123,1280,18,3,2010,5,10,58,34.00475278,-85.99595556
1,10124,1716,19,3,2010,6,17,46,33.35084167,-86.83755
1,10125,2100,20,3,2010,7,20,30,30.69185833,-88.10165556
1,10126,2100,25,3,2010,5,6,55,30.74037778,-88.17845833
1,10127,1500,27,3,2010,7,18,37,34.30062222,-86.27484167
1,10128,2100,28,3,2010,1,18,44,30.546625,-88.17363889
1,10129,400,29,3,2010,2,7,0,34.19841667,-86.16336944
1,10130,900,31,3,2010,4,6,4,99.9999,999.9999
1,10131,0,3,4,2010,7,14,40,34.65635556,-85.60430556
1,10132,0,3,4,2010,7,15,25,32.80230833,-86.66976944
1,10133,0,4,4,2010,1,12,30,33.834975,-87.58827222
1,10134,0,4,4,2010,1,2,15,33.87958056,-87.34879167
1,10135,0,5,4,2010,2,12,30,33.64565278,-85.65857222
1,10136,2440,5,4,2010,2,18,0,32.4807,-84.9986
1,10137,0,5,4,2010,2,0,15,32.93394722,-86.66026389
1,10138,0,10,3,2010,4,19,20,31.48913611,-85.91366111
1,10139,0,10,3,2010,4,6,24,32.95979722,-86.00148056
1,10140,1780,10,3,2010,4,21,10,33.84114167,-87.23746944
1,10141,0,11,3,2010,5,16,14,33.87365833,-85.9152
1,10142,0,13,3,2010,7,20,50,32.24699722,-87.40649722
1,10143,0,14,3,2010,1,15,30,32.0571,-85.22897222
1,10144,1942,14,3,2010,1,0,0,32.19651389,-86.43018333
1,10145,0,15,3,2010,2,19,30,31.12499444,-88.10083611
1,10146,0,19,3,2010,6,3,10,33.25655278,-87.16114444
1,10147,0,21,3,2010,1,13,10,33.59496944,-85.85558611
1,10148,0,23,3,2010,3,2,30,30.61531111,-87.66617778
1,10149,0,23,3,2010,3,9,8,31.28849444,-87.18938889
1,10150,0,26,3,2010,6,18,0,31.38073333,-86.63540556
1,10151,0,14,3,2010,1,3,10,33.16298056,-87.62550556
1,10152,0,15,3,2010,2,8,45,31.6475,-85.94887778
1,10153,0,15,3,2010,2,12,1,33.65087778,-85.419475
1,10154,2440,17,3,2010,4,18,12,32.49165,-85.02736667
1,10155,0,18,3,2010,5,7,45,34.50513889,-87.69294167
1,10156,0,23,3,2010,3,13,5,30.51655833,-88.17014444
1,10157,1910,28,3,2010,1,0,20,32.16983056,-88.29301389
1,10158,0,29,3,2010,2,8,0,31.88664167,-87.09350556
1,10159,0,29,3,2010,2,23,30,32.77772222,-86.23073333
1,10160,0,30,3,2010,3,23,15,33.14306389,-86.53433333
1,10161,0,31,3,2010,4,7,35,33.84519722,-85.66683333
1,10162,0,31,3,2010,4,12,45,33.06022778,-87.03201667
1,10163,0,1,4,2010,5,18,0,32.45319722,-88.15328889
1,10164,2340,5,4,2010,2,23,6,32.60312222,-85.34076667
1,10165,0,6,4,2010,3,12,55,33.68271944,-87.24535
1,10166,0,7,4,2010,4,7,9,31.03080833,-88.02403889
1,10167,0,8,4,2010,5,5,5,32.35648333,-86.98151111
1,10168,3050,9,4,2010,6,4,53,33.16962222,-87.55240278
1,10169,0,9,4,2010,6,14,30,32.74766111,-88.08644722
1,10170,1730,10,4,2010,7,17,20,34.75875,-86.56333889
1,10171,0,9,4,2010,6,18,50,30.4066,-87.79114722
1,10172,96,10,4,2010,7,23,50,34.90099444,-87.27672778
1,10173,2660,10,4,2010,7,21,30,32.89049722,-86.21039167
1,10174,0,10,4,2010,7,2,20,34.96743889,-87.8701
1,10175,9997,11,4,2010,1,18,12,33.27704167,-86.94737222
1,10176,1730,28,1,2010,5,10,50,34.733,-86.59788611
1,10177,0,5,2,2010,6,4,30,32.61251944,-86.15980556
1,10178,200,8,3,2010,2,2,23,32.60510833,-85.48175556
1,10179,0,29,3,2010,2,23,20,32.45051667,-87.01373611
1,10180,0,30,3,2010,3,13,0,30.57781667,-87.44945556
1,10181,930,7,4,2010,4,9,0,31.18984722,-85.39756389
1,10182,0,9,4,2010,6,16,50,31.03469722,-85.40651389
1,10183,0,13,4,2010,3,21,32,34.70495556,-86.39528333
1,10184,0,14,4,2010,4,15,1,31.68071111,-87.78370278
1,10185,0,14,4,2010,4,14,44,33.8678,-87.16696667
1,10186,0,14,4,2010,4,4,10,31.13848611,-85.64984444
1,10187,0,15,4,2010,5,9,50,32.23379444,-88.34761944
1,10188,0,16,4,2010,6,12,50,34.80257222,-86.93895556
1,10189,0,17,4,2010,7,1,40,34.86475,-87.35036944
1,10190,0,17,4,2010,7,7,0,34.961925,-87.35045
1,10191,0,18,4,2010,1,21,20,33.46704167,-88.18523889
1,10192,2440,19,4,2010,2,21,40,32.46798056,-85.073625
1,10193,0,19,4,2010,2,7,15,31.02638611,-86.73146111
1,10194,930,22,4,2010,5,23,25,31.18496667,-85.4019
1,10195,0,22,4,2010,5,16,18,33.08831389,-86.28490556
1,10196,0,23,4,2010,6,19,0,30.43184722,-88.25218611
1,10197,0,23,4,2010,6,9,0,33.82011111,-87.15377222
1,10198,0,23,4,2010,6,16,45,33.96101667,-87.67146667
1,10199,2240,24,4,2010,7,4,0,31.41710833,-85.33065556
1,10200,0,24,4,2010,7,23,45,34.00878056,-86.25674167
1,10201,0,25,4,2010,1,16,5,34.38071389,-86.41741667
1,10202,0,25,4,2010,1,10,30,34.64918333,-87.1825
1,10203,0,28,4,2010,4,5,45,30.53785,-88.18385
1,10204,0,1,5,2010,7,16,30,32.8013,-87.542175
1,10205,1730,1,5,2010,7,14,33,34.7768,-86.59878611
1,10206,0,2,5,2010,1,19,30,33.705225,-87.08398889
1,10207,0,3,5,2010,2,11,15,32.14735556,-85.78020833
1,10208,3050,3,5,2010,2,7,56,33.14598333,-87.52190833
1,10209,0,6,5,2010,5,18,50,32.60403056,-85.95049167
1,10210,0,6,5,2010,5,19,10,32.98491389,-86.65766944
1,10211,1850,7,5,2010,6,21,5,33.54828056,-86.58213056
1,10212,0,10,5,2010,2,20,0,34.02061389,-88.18481944
1,10213,330,20,3,2010,7,6,2,33.42148333,-86.94885278
1,10214,330,23,3,2010,3,20,27,33.33832778,-86.92355
1,10215,0,31,3,2010,4,22,0,33.55668611,-86.97293333
1,10216,2130,1,4,2010,5,18,48,32.31073056,-86.36282778
1,10217,350,14,4,2010,4,15,19,33.448675,-86.87883611
1,10218,0,29,4,2010,5,19,15,33.64898333,-86.71859444
1,10219,3080,30,4,2010,6,22,0,33.65859444,-86.59231667
1,10220,200,27,2,2010,7,18,11,32.57943889,-85.47069444
1,10221,1806,7,4,2010,4,12,10,34.85951667,-87.50174722
1,10222,2130,8,4,2010,5,8,59,32.34070556,-86.179225
1,10223,1190,8,4,2010,5,15,11,30.99841667,-86.33716389
1,10224,10,18,4,2010,1,2,19,31.57925556,-85.28053611
1,10225,2100,22,4,2010,5,8,40,30.65861111,-88.06202222
1,10226,3270,23,4,2010,6,15,47,32.50883333,-86.21406111
1,10227,520,24,4,2010,7,15,44,32.09066111,-88.20202778
1,10228,610,1,5,2010,7,13,21,34.22015833,-85.584675
1,10229,50,3,5,2010,2,18,10,34.25814722,-86.24438056
1,10230,9997,9,5,2010,1,0,55,34.75930278,-86.78591111
1,10231,3280,1,1,2010,6,20,12,33.23437222,-86.49279167
1,10232,0,15,4,2010,5,16,25,30.76691667,-88.25955
1,10233,0,22,4,2010,5,7,0,32.39591667,-85.97912222
1,10234,0,30,4,2010,6,9,45,33.78009722,-86.62537778
1,10235,0,8,5,2010,7,10,15,31.58405556,-87.59298611
1,10237,0,9,5,2010,1,19,50,34.87120556,-87.01886389
1,10238,0,10,5,2010,2,20,13,33.21602222,-87.13181111
1,10239,0,11,5,2010,3,19,30,30.84041667,-88.30029444
1,10240,0,11,5,2010,3,17,35,34.900425,-87.80057222
1,10241,0,11,5,2010,3,15,30,31.45809167,-87.36401667
1,10242,2063,11,5,2010,3,17,23,32.49755556,-86.39908889
1,10243,0,12,5,2010,4,7,45,31.29836944,-85.78609722
1,10244,0,12,5,2010,4,6,20,31.55399167,-87.80881667
1,10245,0,15,5,2010,7,15,55,33.54413056,-86.67686111
1,10246,1780,17,5,2010,2,12,54,33.84413056,-87.25046667
1,10247,0,17,5,2010,2,14,50,33.85740833,-87.227025
1,10248,0,17,5,2010,2,14,35,34.35196944,-86.44159722
1,10249,9997,17,5,2010,2,15,56,34.53411944,-85.90100556
1,10250,0,19,5,2010,4,1,45,30.77866667,-88.28270833
1,10251,0,20,5,2010,5,7,45,31.17889444,-86.33581389
1,10252,0,24,5,2010,2,17,15,32.97051111,-86.206225
1,10253,3050,24,5,2010,2,17,56,33.27000833,-87.49306667
1,10254,0,26,5,2010,4,11,35,34.67490833,-85.58881667
1,10255,1530,14,4,2010,4,17,0,34.19456667,-87.62218889
1,10256,1850,11,5,2010,3,20,15,33.55808889,-86.52458889
1,10257,2100,12,5,2010,4,22,12,30.62893889,-88.11415
1,10258,3080,15,5,2010,7,18,14,33.60532778,-86.55173056
1,10259,2470,20,5,2010,5,17,20,31.31016389,-85.53558611
1,10260,1870,23,5,2010,1,9,20,33.63189722,-86.10100278
1,10261,2100,25,5,2010,3,9,50,30.69031111,-88.01861944
1,10262,2440,31,5,2010,2,16,55,32.50703333,-85.053975
1,10263,0,20,5,2010,5,8,40,32.91074444,-87.87471944
1,10264,0,25,5,2010,3,23,30,32.26340278,-85.93999444
1,10265,0,21,5,2010,6,15,45,32.60828611,-86.39316389
1,10266,0,22,5,2010,7,10,35,33.10281389,-87.66319444
1,10267,1760,25,5,2010,3,7,58,31.52654167,-87.92710278
1,10268,0,26,5,2010,4,23,33,34.79938333,-86.87745833
1,10269,0,23,5,2010,1,20,15,32.28532222,-86.01085278
1,10270,0,27,5,2010,5,4,35,32.37367222,-86.03610278
1,10271,0,26,5,2010,4,11,25,31.15047778,-85.94336389
1,10272,0,30,5,2010,1,21,25,33.976,-85.61657222
1,10273,0,31,5,2010,2,18,20,31.80071389,-86.67157222
1,10274,0,31,5,2010,2,9,25,32.54071667,-85.74341944
1,10275,2720,2,6,2010,4,13,15,34.64913056,-86.03663889
1,10276,0,4,6,2010,6,15,30,33.95811667,-87.33775278
1,10277,1870,4,6,2010,6,21,23,33.60248611,-86.06449167
1,10278,0,31,5,2010,2,21,30,33.38188611,-86.32822778
1,10279,0,2,6,2010,4,20,30,34.82703333,-86.53586389
1,10280,0,5,6,2010,7,18,30,34.84190556,-86.44371389
1,10281,9997,5,6,2010,7,18,9,34.07105278,-86.87513611
1,10282,0,13,6,2010,1,15,38,33.78910833,-86.23900556
1,10283,0,13,6,2010,1,11,35,34.03095556,-86.45291389
1,10284,0,14,6,2010,2,12,55,31.62696667,-86.79961944
1,10285,690,11,6,2010,6,20,47,31.10414722,-88.23828889
1,10286,1730,13,6,2010,1,20,27,34.64704444,-86.728225
1,10287,0,6,6,2010,1,1,30,33.39763333,-85.52720278
1,10288,3125,3,6,2010,5,14,17,33.44918333,-86.78948889
1,10289,2130,29,4,2010,5,4,0,32.40093056,-86.2127
1,10290,350,13,5,2010,5,16,5,33.53219167,-86.84500833
1,10291,350,2,6,2010,4,9,40,33.5109,-86.81569167
1,10292,3060,8,6,2010,3,14,44,34.73425,-87.69913611
1,10293,2545,19,6,2010,7,5,0,34.54399722,-86.89442222
1,10294,0,11,6,2010,6,5,30,34.97003333,-87.38686389
1,10295,0,12,6,2010,7,0,5,32.77784722,-86.31925833
1,10296,0,15,6,2010,3,22,0,31.93693889,-86.31581389
1,10297,0,16,6,2010,4,11,52,32.97233889,-85.40329444
1,10298,0,16,6,2010,4,1,30,33.33056389,-85.62638889
1,10299,0,17,6,2010,5,4,30,33.69463889,-87.12620556
1,10300,2830,18,6,2010,6,18,15,33.76886111,-86.46632222
1,10301,0,19,6,2010,7,5,58,32.52085278,-85.73398889
1,10302,0,19,6,2010,7,3,40,31.00204722,-87.30115
1,10303,0,19,6,2010,7,1,14,34.55023056,-86.200575
1,10304,0,19,6,2010,7,11,1,32.27975,-86.76372222
1,10305,2100,16,5,2010,1,20,0,30.71139167,-88.0778
1,10306,2100,9,6,2010,4,5,32,30.67611667,-88.18271667
1,10307,0,13,6,2010,1,19,20,31.96305,-87.74321111
1,10308,110,18,6,2010,6,13,55,34.31555278,-86.50100278
1,10309,900,19,6,2010,7,3,47,32.49633333,-87.81234722
1,10310,2136,19,6,2010,7,12,57,33.600225,-86.48161667
1,10311,620,20,6,2010,1,17,0,32.98462778,-87.16138611
1,10312,1050,26,6,2010,7,22,30,31.85723889,-85.17955556
1,10313,1493,27,6,2010,1,15,45,30.23792778,-87.90481389
1,10314,1890,30,6,2010,4,15,45,33.32245,-85.73677778
1,10315,3050,2,7,2010,6,23,17,33.20617222,-87.51211389
1,10316,2100,2,7,2010,6,19,18,30.64764722,-88.089125
1,10317,2220,3,7,2010,7,22,10,31.37492778,-85.91537222
1,10318,9997,6,7,2010,3,0,51,31.34038889,-85.77643333
1,10319,2141,23,4,2010,6,7,0,33.74394167,-86.813975
1,10320,2903,3,6,2010,5,12,30,33.51738889,-87.01358611
1,10321,1870,6,6,2010,1,0,15,33.59132222,-86.155
1,10322,0,7,6,2010,2,1,30,30.82318889,-87.69802222
1,10323,0,11,6,2010,6,9,35,32.84002222,-87.60839167
1,10324,0,12,6,2010,7,4,55,32.08775,-87.78103611
1,10325,0,17,6,2010,5,13,53,32.48383611,-88.35014167
1,10326,0,18,6,2010,6,21,0,34.93370833,-86.77425
1,10327,0,19,6,2010,7,18,45,32.00541389,-88.36643333
1,10328,0,20,6,2010,1,2,30,32.45431944,-85.53685278
1,10329,2850,21,6,2010,2,5,45,34.93573611,-85.62723333
1,10330,0,21,6,2010,2,16,23,33.86375278,-87.40511389
1,10331,0,22,6,2010,3,1,14,34.23104444,-86.32825556
1,10332,0,26,6,2010,7,9,15,32.54742778,-86.35381111
1,10333,0,27,6,2010,1,16,0,31.79353333,-87.40526944
1,10334,3050,28,6,2010,2,11,14,33.25587778,-87.53048056
1,10335,0,29,6,2010,3,18,40,33.72896944,-86.48075833
1,10336,0,29,6,2010,3,20,20,34.93618611,-86.81031667
1,10337,1730,30,6,2010,4,18,0,34.79095,-86.66709167
1,10338,0,30,6,2010,4,23,20,34.23123611,-85.550525
1,10339,0,30,6,2010,4,13,45,32.24173056,-86.29549444
1,10340,0,3,7,2010,7,5,0,30.93590833,-88.21054722
1,10341,0,4,7,2010,1,1,10,32.51994444,-85.21964444
1,10342,0,4,7,2010,1,10,45,32.21642222,-85.65069167
1,10343,2130,4,7,2010,1,5,58,32.30972222,-86.12874722
1,10344,0,5,7,2010,2,11,30,30.52396944,-88.26508333
1,10345,0,5,7,2010,2,16,35,34.34091944,-85.55671667
1,10346,0,6,7,2010,3,7,45,31.6247,-86.34276389
1,10347,3230,7,7,2010,4,19,15,33.30900278,-85.46804444
1,10348,0,7,7,2010,4,18,20,33.26526389,-85.89354444
1,10349,0,9,7,2010,6,3,5,33.827525,-85.85555278
1,10350,0,11,7,2010,1,21,10,33.560725,-87.94857778
1,10351,0,28,5,2010,6,23,55,32.18413056,-85.70585833
1,10352,0,27,6,2010,1,2,22,32.55727222,-85.37450833
1,10353,1430,9,7,2010,6,9,55,34.52200833,-86.25254444
1,10354,630,20,7,2010,3,18,15,34.15109444,-85.67567778
1,10355,0,2,7,2010,6,22,0,34.63760278,-87.6493
1,10356,0,11,7,2010,1,17,30,34.32579722,-86.05555278
1,10357,0,11,7,2010,1,6,50,33.09329444,-87.13796944
1,10358,0,12,7,2010,2,12,0,33.28326944,-87.65174722
1,10359,0,12,7,2010,2,2,20,31.436325,-86.611725
1,10360,0,13,7,2010,3,2,0,33.66603333,-88.03896667
1,10361,0,17,7,2010,7,2,35,34.65106389,-85.94369444
1,10362,1730,18,7,2010,1,2,47,34.64488333,-86.55006111
1,10363,0,20,7,2010,3,21,1,31.27476389,-86.34352778
1,10364,2370,24,6,2010,5,22,15,33.59674722,-85.86862778
1,10365,2550,27,6,2010,1,20,0,30.74355278,-88.10998889
1,10366,0,16,7,2010,6,13,30,34.646825,-87.8894
1,10367,0,18,7,2010,1,15,5,31.04039722,-86.10196667
1,10368,0,19,7,2010,2,13,30,34.74373889,-86.05226389
1,10369,3320,10,7,2010,7,16,30,32.525375,-88.29492778
1,10370,0,22,7,2010,5,19,30,30.77658333,-88.27650833
1,10371,9997,23,7,2010,6,8,50,34.14057222,-86.86878333
1,10372,1760,24,7,2010,7,0,45,31.50936389,-87.88125833
1,10373,0,25,7,2010,1,10,40,31.71916944,-87.41407222
1,10374,0,25,7,2010,1,22,10,34.821775,-86.84121111
1,10375,0,26,7,2010,2,23,30,32.75014722,-86.1436
1,10376,0,28,7,2010,4,8,47,32.41776944,-85.94204444
1,10377,1500,19,7,2010,2,10,14,34.31958889,-86.31143611
1,10378,2185,19,3,2010,6,13,50,33.55013056,-85.89293611
1,10379,3125,24,7,2010,7,7,3,33.45019167,-86.74106389
1,10380,0,11,1,2010,2,16,30,32.62070833,-85.945025
1,10381,0,26,7,2010,2,5,17,34.699675,-87.63996667
1,10382,0,5,7,2010,2,18,25,33.66433611,-86.75888333
1,10383,350,18,7,2010,1,4,8,33.51367778,-86.87237222
1,10384,3080,29,7,2010,5,22,16,33.59988333,-86.56943333
1,10385,0,1,8,2010,1,21,15,33.34483333,-87.13080833
1,10386,1590,23,7,2010,6,21,20,34.46151944,-86.94863889
1,10387,2440,2,8,2010,2,10,30,32.48418889,-85.03149167
1,10388,2100,4,8,2010,4,1,30,30.74763056,-88.1611
1,10389,1730,8,8,2010,1,9,42,34.77148611,-86.50661111
1,10391,0,17,5,2010,2,7,0,33.22537778,-86.57007222
1,10392,0,13,7,2010,3,14,39,32.65209167,-85.14856944
1,10393,0,17,7,2010,7,19,50,32.29256667,-87.34488611
1,10394,0,22,7,2010,5,16,14,31.15878056,-88.01407778
1,10395,0,30,7,2010,6,19,0,32.51701667,-85.64633611
1,10396,0,31,7,2010,7,2,30,31.75055,-85.87366944
1,10397,0,31,7,2010,7,4,0,31.07877778,-85.04898611
1,10398,0,17,3,2010,4,9,0,32.26660556,-86.60751111
1,10399,0,31,7,2010,7,22,35,30.60398056,-87.66284167
1,10400,0,31,7,2010,7,0,30,32.39738333,-86.67029444
1,10401,0,1,8,2010,1,15,30,33.19778056,-87.9402
1,10402,0,1,8,2010,1,15,15,34.82729722,-87.76526944
1,10403,0,1,8,2010,1,8,5,32.58168056,-86.91653333
1,10404,0,4,8,2010,4,14,20,33.26461667,-87.54355278
1,10405,0,5,8,2010,5,21,30,34.56360278,-87.08653056
1,10406,0,6,8,2010,6,21,5,32.54376667,-86.44945833
1,10407,0,6,8,2010,6,14,20,32.71201111,-85.97898889
1,10408,3050,6,8,2010,6,17,16,33.20279167,-87.56701389
1,10409,0,6,8,2010,6,0,30,34.61949444,-86.45631389
1,10410,0,9,8,2010,2,14,5,34.08921111,-85.4733
1,10411,0,11,8,2010,4,19,15,33.63286111,-86.23778889
1,10412,0,23,7,2010,6,12,45,33.78698611,-86.39381389
1,10413,0,28,7,2010,4,14,55,33.81817222,-86.69537778
1,10414,0,31,7,2010,7,10,45,34.52543611,-87.206275
1,10415,0,31,7,2010,7,3,30,33.41452222,-86.29620278
1,10416,2405,10,8,2010,3,22,13,33.313375,-86.6921
1,10417,0,10,8,2010,3,22,0,34.30807778,-87.59323889
1,10418,0,10,8,2010,3,5,56,34.74884167,-86.79625556
1,10419,0,11,8,2010,4,22,0,33.27804167,-87.81771111
1,10420,0,11,8,2010,4,10,30,34.5528,-87.84725278
1,10421,0,21,8,2010,7,14,40,34.13121667,-86.12150556
1,10422,0,12,8,2010,5,14,14,34.00370278,-86.88533056
1,10423,0,12,8,2010,5,20,35,31.41896667,-87.00242778
