STATE,MONTH,DAY,HOUR,MINUTE,DAY_WEEK,ST_CASE,LATITUDE,LONGITUD
1,1,1,12,30,1,10001,33.53780278,-86.3198
1,1,1,17,50,1,10002,30.63305556,-87.64221944
1,1,1,1,40,1,10003,31.13435,-85.12185556
1,1,5,16,15,5,10004,33.60219444,-86.80754167
1,1,1,2,15,1,10005,32.9043,-88.29932222
1,1,7,11,5,7,10006,34.33470833,-86.04853333
1,1,5,4,15,5,10007,32.56536111,-85.35652778
1,1,1,14,30,1,10008,34.32786111,-87.91667778
1,1,5,11,39,5,10009,32.50181111,-85.01055556
1,1,1,2,50,1,10010,32.95144167,-85.40323056
1,1,1,3,56,1,10011,30.68635833,-88.0537
1,1,2,12,40,2,10012,34.41350556,-86.95206944
1,1,3,17,5,3,10013,33.50821667,-86.88253611
1,1,7,14,15,7,10014,32.20405833,-88.34763056
1,1,7,2,0,7,10015,31.54205556,-87.90826111
1,1,8,15,50,1,10016,34.06988056,-86.72690833
1,1,3,17,16,3,10017,31.51315556,-87.94919167
1,1,8,15,0,1,10018,34.84570278,-86.92974167
1,1,8,21,30,1,10019,33.27662222,-87.06813611
1,1,8,13,0,1,10020,34.99194167,-86.72171667
1,1,8,4,30,1,10021,31.28151667,-88.10195
1,1,8,14,15,1,10022,32.60600278,-85.42606667
1,1,3,9,55,3,10023,34.48301667,-85.81993056
1,1,12,18,35,5,10024,34.51025833,-86.26597222
1,1,4,16,5,4,10025,32.26954444,-86.53620278
1,1,12,0,1,5,10026,31.18366111,-85.44759722
1,1,12,5,21,5,10027,33.82633056,-87.23358611
1,1,13,17,45,6,10028,31.28711944,-85.22169444
1,1,13,16,15,6,10029,34.16142778,-87.60866667
1,1,13,12,5,6,10030,34.12920556,-85.94195833
1,1,14,20,5,7,10031,33.4339,-86.87487222
1,1,14,0,1,7,10032,32.57567222,-86.47346944
1,1,14,6,0,7,10033,33.88280833,-86.82507778
1,1,17,22,20,3,10034,34.28784722,-85.579725
1,1,18,15,53,4,10035,33.53275278,-86.79876111
1,1,17,1,15,3,10036,33.24883333,-87.13699722
1,1,16,12,22,2,10037,34.77111111,-86.58595278
1,1,17,17,39,3,10038,30.77496111,-88.13967778
1,1,18,15,45,4,10039,30.53783056,-88.24001667
1,1,9,23,40,2,10040,33.64226944,-86.61559444
1,1,18,23,50,4,10041,33.53492222,-86.79626111
1,1,19,14,55,5,10042,33.80142778,-87.11705
1,1,19,14,18,5,10043,32.57240833,-85.49727778
1,1,9,5,40,2,10044,33.37855278,-86.32763056
1,1,20,5,10,6,10045,33.78971111,-85.66020278
1,1,20,21,24,6,10046,31.84663333,-86.61748056
1,1,20,1,25,6,10047,32.54283889,-87.18294444
1,1,20,10,5,6,10048,32.43423056,-86.91844722
1,1,9,13,30,2,10049,33.48773611,-88.26932222
1,1,21,13,42,7,10050,34.68074444,-86.330225
1,1,23,13,48,2,10051,32.02195,-87.77286944
1,1,21,12,30,7,10052,33.83256667,-87.16841667
1,1,23,5,44,2,10053,33.69758611,-87.83929722
1,1,11,13,30,4,10054,33.54474444,-86.64312778
